family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx
dreams,dream,dream,"7 S I dreamed we were in this large building, and we were prisoners of the Germans or something. It was during the war. We had to finish these paintings. We're doing these paintings on these large canvases behind a curtain so that when anyone came in they couldn't see anything except a curtain there. We were prisoners of the Germans, and the paintings were these propaganda type paintings. The curtain was there so that nobody would know that we were there. There was an attack on the building, and there was an explosion. Playing dead in the rubbish. I recognized one of the guys that came in. He was one of my friends. I got up and I was rescued.",11,0.7307,0.9379,0.1654,1.081,7.3068,0.1479,3.3061,12.8978,2.6817,137,0.0349,1.5343,1.7543,4.7398,0.3701,0.327,0.5306
dreams,dream,dream,"Cecilia and I checked into a super hanky Taiwanese casino. She was super pumped about playing a strange paper roulette, but as she was laying out the pieces, I realized that the croupier was Gul Dukat. I hoped he wouldn't recognize me since I had been a helm officer on the Enterprise. I think he did after Cecilia told him we were from Alaska. Regardless, she had spread her chips do thin that even though she got a hit it was still a loss. Afterward, I couldn't find my way back to the room, and I had a feeling she was going to be abducted.",6,0.7753,0.8892,0.1002,0.9788,3.8766,0.2525,3.964,15.6023,3.1637,127,0.0744,1.8433,1.9313,9.3727,0.2061,0.2469,0.4872
dreams,dream,dream,"I have a dream that my friends and I were getting ready for the frosh/soph ball. We had all taken forever to get ready but we looked really nice. We went out to eat at really fancy restaurant and I remember our waiter had a really big head. Food took forever and we thought we were going to be late, so we didn't finish our meal. We were just in time for the ball, and I remember the dance floor was huge. Like the ballroom in that movie/cartoon Anastasia. Everybody looks so elegant and the music was really loud we couldn't even hear what each other was saying. I saw two other girls wearing this exact same dress as me, and was really upset. I eventually got over because I was having so much fun. The dance seemed to be over as soon as it had begun all of our friends were still awake and ready to party some more, so we all went to the beach. Somebody had brought a portable television so we're able to watch movies at the beach. I remember we were watching a lot of Disney movies.",12,0.6629,0.7363,0.0596,1.0261,7.2917,0.1407,3.2509,15.3807,2.4894,220,0.0172,0.187,0.4438,3.7614,0.118,0.3156,0.1365
dreams,dream,dream,"I was sitting on a bench having a conversation with my best friend wwho had recently moved forward to the Light. She was telling me that she had crossed over and it was the most beautiful place. She also told me it was time for me to stop lamentations and get on with the business of my physical earthly existence. She kept repeating a phrase to me---""you ought to see "" I told her thanks for visiting and that I will when the time is right and I, too, am called home. I remember feeling wonderful sitting there beside her and so happy to see her.",5,0.5803,0.6449,0.0641,0.7683,2.3214,0.331,3.5686,12.3922,2.9568,117,0.0818,1.7766,1.8288,9.4914,0.1927,0.2153,0.5125
dreams,dream,dream,"""Two Horses"" I am moving, as if moving the whole house; pick it up…put it down. I realize that, accidentally, there are two horses in one of the rooms in the house. One is smokey colored and one is dark brown. When I open the door I see they have escaped and I am worried about them. Bruce and I go looking for them. Then I am taking a break by myself. It's really beautiful; I think I am at a place like red rocks. Christy is there with her best friend. They are very loving towards each other and that is cool but I feel awkward being by myself. I'm embarrassed that someone might see me by myself. I snip an end from the drawstring of my pants to give to Christy, it's a gesture. It's called a button….a"" gotcha button"". She was very sweet to me about this and came over to talk. She was kind and genuine.",14,0.7045,0.8994,0.1632,1.11,9.1588,0.1212,3.5895,11.6432,2.7341,194,0.0313,1.338,1.4798,6.0394,0.245,0.3092,0.4123
dreams,dream,dream,"There are visitors on the campus of MSU, going from department to department, seeing different demonstrations. Each dept is offering a specialized attraction. The visitors are in suits. They look formal, business-like. I am rehearsing for a show on the Kibby stage, preparing for the theatre demonstration. We dance on the stage--back steps, flowing costumes, skirts streaming red, purple, blue. I can see the visitors walking across the lawn, as if in my mind, & wonder if we will be in make-up & ready in time. I am sitting in the green rm, recalling all the shows from my past that brought me to this rm. I think about going to the bathrm to dress as I always did; then think, my body is fine, & decide to change there with the others. We are ready. The audience is arriving.",11,0.6846,0.8511,0.0946,0.9504,6.8456,0.1388,4.2091,16.9694,3.3053,176,0.0216,0.3851,0.4441,3.7792,0.1175,0.2258,0.1055
dreams,dream,dream,Went to New York and met Matts new girlfriend. She was super tall and blonde and hairy. She pulled up her skirt and reached into he panties and grabbed a piece of long hair hanging down into vag area. The hair had something on the tip. Overall she seemed really nice and cool. I think we were at a light gathering at matts house. We started in a parking lot I believe driving and walked past a playground. On way back we said goodbye and all of sudden I was in convertible holding like 8 bros including for sure max water stone. They were all drunk so I had to drive. Ran into convenience store to find bathroom and it was hella hard to find. Once inside a bunch of guys in semi circle arranged stalls. Place was filthy. Got to one stall and peed. Then I felt I could orgasm so I almost started masturbating in the stall but didn't finish.,14,0.7213,0.8928,0.113,1.0676,9.3772,0.1139,4.1832,16.4757,3.0411,183,0.0208,0.3482,0.7406,3.783,0.1958,0.2552,0.177
dreams,dream,dream,"I appear to have been in the National Guard of Ohio. I was witnessing the trial of three of my best friends (in real life) who were convicted of some crime worthy of capital punishment. In the next scene my friends are all lined up before a large firing squad and are about to be executed. The officer in charge gives the commands, ""Ready, aim -- "" and just then I cry that some enemy has attacked Toledo and that all the guardsmen must hurry to its defense. The officer stops the execution and hurries off with his firing squad. I feel very much pleased at the clever ruse I have succeeded in and am just puzzling over a way to escape the area when I awake.",6,0.6375,0.8419,0.1247,0.9172,3.1877,0.2877,3.7437,12.8869,2.7965,140,0.016,0.0955,0.1241,2.2214,0.0559,0.245,0.0331
dreams,dream,dream,First dream I think I murdered someone. Don't know why. Geoff Goldblum was frying pizza and was suspicious. Another dream Gaby and Nate were there. I think all these dreams took place in the same structure. A weird house parties were happening. We were cutting three different pizzas into bites. Sitting on ground. Another dream I was fucking Ariell Jills friend. It was really hot. I remember taking her outside the house to a place that kinda of like Drakes halls and ripping her clothes off and sucking her tit. Another dream I was playing third or left field at nicasio and Zander was up. Another I was having pizza at Allison Scarborough's. She wasn't there. The weirdest dreams were when I turned into a cat to go undercover on other cats? Remember walking up to two black cats really slowly. Then one ran to some book with colors a human was holding.,17,0.7937,0.9788,0.1532,1.0774,12.6992,0.0848,4.6061,13.6304,3.1438,182,0.014,0.1303,0.2109,2.5305,0.0833,0.2339,0.0458
dreams,dream,dream,"I don't recall who was with me, but I was walking in the snow on the outskirts of a city. I reached a place where there had been a lake, but there was no longer. There was an island formed but no water around it, much like something I saw on Top Gear last week. I ignored this and walked to my right, where there was a small shelter - possibly an igloo? It was the entrance of a secret hideout for some kind of organization. When I woke up I thought it was the psyjic order from Skyrim. I think Frank was with me.",7,0.6141,0.8004,0.1125,0.8777,3.6845,0.2382,3.5115,14.4831,2.7521,120,0.0551,1.8001,1.944,6.5558,0.2965,0.25,0.5536
dreams,dream,dream,"This is a part of a longer dream. The first part that I remember concerns swimming in the ocean. I do not remember getting wet, but I was struggling against the waves to get to shore. I came to a shallow place, but still had to fight my way along. I remember thinking that this was significant and I must not forget the dream. I finally got ashore. Next I think I was in some church with a friend of mine (f, 19). People kept arriving, and one was my friend's boyfriend. He brought her something, but I forgot what it was. I felt lonely so I withdrew. I was doing something in the rear of the church (writing or reading, I think) and not paying any attention to the service. I looked around (my back was to the congregation) and noticed that folding doors had cut me off from the rest so I felt relieved. Then I remember someone I knew (I don't remember who it was or the sex) came riding along a road on a bicycle. I said, ""You're a long way from home."" The person talked to me a while and then left.",14,0.6718,0.8349,0.1468,0.9689,8.7332,0.1109,3.1574,12.725,2.406,229,0.058,1.9048,1.941,13.2238,0.1468,0.3069,0.6147
dreams,dream,dream,"I was helping Allana find a journal/diary to buy. She was looking for something kinda specific. We were leaning towards a hardcover, somewhat slim purplish cover. I was in a room round a simple table with a couple of chairs. I was trying to do something and someone else was with me too (Allana)? I realized there was a ride for us and it'd probably be our last chance so I asked Kuya not to leave without us. In the car with Kuya and a couple of the other bros. Kuya was next to me and I was lecturing about his career and finances.",8,0.6594,0.7668,0.0628,1.0044,4.6158,0.2176,3.7381,12.0975,2.982,127,0.0738,1.6298,1.8805,9.2995,0.2022,0.2687,0.5031
dreams,dream,dream,Reading or otherwise consuming a trek stry. Uhura and 2 male crew (k & s I think) are in a bathrm and the climate controls get turmes.off somehow and they get trapped in there. Uhura gets pushed in the shower bc its the place thatll stay livable the lomgest. I think this is a plot device to get the chars to cuddle up for warmth. As situation progresses and uhura is.not heard frm I wonder what happened to her. As myself I realize its very cold in the rm where im reading. I huddle under the blankets but finally realize I can turn on the heat. There r other ppl there - family?,8,0.7818,0.9937,0.1671,1.0929,5.4723,0.1997,5.2399,17.8536,3.3034,140,0.0118,0.101,0.1656,1.6424,0.1009,0.2086,0.0316
dreams,dream,dream,"I had a dream that made me feel like I was cheating on Clayton. I was sitting in a chairlift going downhill, backwards. It was dark and warm all around me, even though I think I knew it should have been cold and snowy. Kit was sitting next to me, his arm around me, and his five o'clock shadow rubbing against my cheek as he nuzzled me. I felt my entire body tensing, gathering energy, pulsing and warm. I squeezed his knee with my right hand; I have a distinct memory of digging my nails into his thigh to release the pressure. The tension was building and I just waited for everything to snap. The dark began to dissolve around a tiny yellow light that brightened in front of me. The light grew and shrank, grew and shrank, grew and shrank until it overwhelmed the darkness, and I was twisting and squirming and grabbing his leg and having an orgasm. And when I woke up I felt like I had cheated on Clayton.",10,0.6424,0.7454,0.1138,0.8927,5.7817,0.1544,3.1623,13.5362,2.7602,204,0.031,0.3853,0.7583,6.2967,0.1204,0.2823,0.2398
dreams,dream,dream,"At my old apartment I used to share with Tom. Jeff and Carlie were over for some reason while I just did my own thing. I started leaving and they asked me about Tom, who I got a text message from. They talked about his roommate. I ended up at a drum class with Carlie, which was short and had a bunch of people who made fun of me. We had to stand. Then we left and I got some groceries at the Osborne. I was having a hard time keeping my eyes open. I saw my parents and they needed help painting a random person's garage pink. I painted my dad's stomach. I saw Tom and he was nice.",11,0.745,0.9039,0.1124,0.966,7.4499,0.1297,3.6249,13.7328,2.686,136,0.0413,1.5813,1.8631,5.5747,0.3342,0.2665,0.514
dreams,dream,dream,"I'm outside somewhere, a big field with random pine tree seedlings everywhere and a small wooden house to my right. I vaguely remember several of my family members in the dream such as my nephew H., my step sister L., stepbrother L., and my brothers N. and J. All I remember is standing facing the field with my older brother N., and there were small tornadoes coming at us, hundreds of them. We were working as a team to dodge them. Then I was in the wood house and I was nursing all the kids. I woke up and thought how interesting the dream was.",6,0.769,0.8396,0.0845,0.9331,3.8451,0.2427,3.6375,10.3514,2.7035,121,0.0353,0.7607,0.7856,4.237,0.1854,0.2565,0.216
dreams,dream,dream,"On this particular night I dreamt about my father who passed away in 1969. I had this dream about 18 months ago. I dreamt that I went to visit my father at the village. When I got there he was lying critically ill. His body was ebony brown and he was lying naked. The first thing I knew within me was that I had to heal him. I had no doubt at all that if I call upon the name of Jesus, he will be healed. But before I did that I asked my father what was wrong. He told me he had been bewitched by neighbors who were at that time waiting to see what I would do with him. So I went and asked him to stand up, in the name of Christ, wake up and walk. He did so! He was alright. I had this dream two consecutive nights.",12,0.6547,0.948,0.1695,0.9848,7.2012,0.1367,2.8738,12.3717,2.5185,172,0.0237,0.5867,0.9045,4.0513,0.2233,0.3427,0.3147
dreams,dream,dream,"I am supposed to sing a solo in church. The time of the service has come, Brad and I have exchanged microphones and switched their batteries, and I prepare to saying. However, the song track starts in the middle of the song, so it is turned off. Kim goes up to see what is the problem. I think if the track fails she can play it on the piano. While they are working with the sound, I go down to the second pew and take out the sheet music to study it, suddenly unsure what lines I am supposed to sing. I become concerned. It is a praise song that sounds patriotic, like 'God bless the USA.' I don't know why I cannot remember the words or the music. They are still working on the sound. I confidently speak into the microphone that it is a good song and they will want to hear all of it.",10,0.8147,0.9667,0.0904,0.9941,7.3319,0.1356,3.584,14.0,2.8498,177,0.0332,0.464,0.8996,5.8458,0.1539,0.2774,0.251
dreams,dream,dream,"I am all dressed up with my basketball team from high school, but for some reason there are 35 of us, which is more than we ever had. We were at some type of auction where we had to help people find the items that they wanted. We wandered around with pieces of paper that said what they wanted, but we can never seem to find any of them. I had to tell my coach what was going on but I couldn't do it because I was afraid that he would get mad at me. I was really scared and made one of the other girls come with me. Right as we were going up to him all the gifts appeared and I was so relieved.",6,0.734,0.8423,0.1087,0.925,3.6699,0.2521,3.0087,10.3946,2.3233,135,0.0536,1.3033,1.6189,7.179,0.2255,0.3074,0.5381
dreams,dream,dream,"I remember being with a group of friends (cheerleaders?) and it was raining. We kept on calling Judy, telling her to hurry. Then I remember being at my grandma's old house watching TV with Ricky in the washroom. My aunt was telling us we should help with something. My mom rushes out wearing black and gets into a limo with a for sale sign on it. I also was at work with Juan and Susie when I rang a customer up the computer charged him $99 to rent a movie. I got help from Juan to fix it. He asked which movie and I said Bowfinger.",8,0.7477,0.8464,0.0818,0.9871,5.2342,0.1886,3.9188,12.6673,2.808,124,0.0173,0.0572,0.0904,2.1277,0.0425,0.2519,0.0231
dreams,dream,dream,"In my dream I was with my five closest girlfriends and a friend I have known since I was three. With all of us was my CF, but who looked like my roommate. We were all sitting in a big circle in a large living room. My CF then tries to say something but my friend who I've known since I was three starts laughing so loud no one can hear my CF. I get really mad at her and tell her to shut up really loudly. She keeps laughing so I again tell her to be quiet. Then, another one of my friends gets mad at me for being so loud. She starts shouting at me and I try to explain that I was just trying to get my other friend to be quiet. I get so frustrated and angry that I storm away.",9,0.5876,0.8067,0.1557,0.9898,4.7006,0.2106,2.862,13.6117,2.3447,156,0.0351,1.2241,1.2805,5.4457,0.2351,0.3458,0.4474
dreams,dream,dream,First I was in a place with a mix of Game of Thrones and work. There was a person like Samwell and I was picking up the men's department. There was a bunch of crazy stuff in the men's department earlier but I can't remember. Then we found some gold thing that was highly prized. Then I was in this room and had to feed these fish. First the fish were in little containers and I had to feed them dragonflies. I couldn't do it so I had Danielle do it. The problem was that she saw the crown and wanted it. She took it and tried to become the ruler. The next day I was in a place like work and there was this crazy elevator. Danielle made this one guy and me bow but the. We somehow got the crown off of her. Then I was in a place like Disneyland. I thought I had to pay for this ride but I didn't .,14,0.6791,0.9584,0.1995,1.0879,8.8284,0.1232,3.4868,16.3266,2.8499,185,0.0452,1.3913,1.6486,8.3247,0.198,0.312,0.4728
dreams,dream,dream,"I was eating soup and a pea pod levitated out of the bowl. I attempted to shoo away the spider web that had picked it up but it was not a spider web that did it. I then told whatever was that picked up the pod to leave me alone. A large blurry spot formed in front of me and spoke through the speakers that were sitting on the table. I got the feeling it was male and he said his name but I couldn't make it out. i couldn't form any words to ask anything, I was too scared. I woke up suddenly, tense and with goosebumps.",7,0.6743,0.7383,0.0599,0.8704,4.0456,0.2151,3.4859,15.7025,2.8504,123,0.0418,1.0252,1.6901,5.0936,0.3318,0.2497,0.4848
dreams,dream,dream,Dreamt that my aunt was painting on a big black LCD screen. The screen was about 2 metres tall and about 2 foot wide. The room was fairly dark too. Both myself and her best friend watched on. My aunt held in her left hand a square box remote control and in her right hand some sort of paint brush. She painted bursts of colour on to the screen and was able to change the splots direction and colour via the remote control. Her best friend wanted to know how she was getting the effect. I answered that it was the type of bush my aunt was using. This brush was supposed to be similar to brush types available in photoshop. My aunt continued to paint. She painted a beautiful multi coloured Christmas tree.,11,0.668,0.8126,0.1147,1.0097,6.6802,0.1511,3.6431,12.4327,2.9629,147,0.0617,1.6348,1.8689,9.0103,0.2074,0.2772,0.513
dreams,dream,dream,"I am standing on a small piece of land. There is a huge body of water to my left and in front of me. A single tree stands to my right. Someone says, ""Here's the forest."" I laugh and say, ""Some forest!"" There is one tree left. All the rest have been chopped down. I see two people seated under the water. I wonder how they can breathe. One rises up and starts approaching me. I get scared because this is a ""siren,"" a spirit that wants to lure me away. She starts to bite on my ankle. I move so that she ends up biting the base of the ancient tree. If I'd let her bite me, I'd have been a goner. She hovers near and keeps trying. I must focus my energies on keeping away from her. I see a single line of ancient trees stretched out in front of me (in single file), the last remains of a huge and lush forest. The land is totally barren. I must walk across the cut branches (stumps) to get to safety. The water roils and seems threatening.",18,0.7358,1.0831,0.2146,1.1351,12.5089,0.0907,3.23,10.228,2.4258,226,0.0725,1.8202,1.9111,16.3176,0.1171,0.3514,0.5917
dreams,dream,dream,I was hiding from some people. I don't know who they were or why I was hiding. It was in a warehouse. Someone had already injected something into my upper arm and I don't know what it was. It didn't seem to have any effect on me. I was crouched behind a wall waiting for everyone to leave. I thought they were gone but someone came around the corner and shot me in the chest. it didn't hurt. then they shot me in the head. that didn't hurt either. I fell over expecting to die but I never did. I shut my eyes hoping they would assume I did and leave. they kept standing there. it felt like forever. I don't even know if I was bleeding. then a man came and got the person that shot me. I think I got up after they left and did something but now I can't remember what.,17,0.7299,0.9362,0.1666,1.0923,11.6779,0.0935,2.655,10.4582,2.2265,179,0.0458,0.8204,1.2338,8.1509,0.1514,0.4114,0.4647
dreams,dream,dream,"I had a dream that my best friend here and I got in a fight with my next door neighbor - not a physical fight, but we were just yelling at each other. Then I found myself walking around with my brother's roommate. We bumped into my brother and my mom and we all drove somewhere to eat. I remember driving around a parking garage... I don't know where though. Then my brother's roommate took me back to my dorm. I remember waking up in my dream the next morning, and my roommate was mad at me because I came home at 4 in the morning.",7,0.6008,0.8069,0.1178,0.8362,3.6047,0.232,2.9737,9.135,2.0813,117,0.036,1.2836,1.5767,4.1723,0.3779,0.2812,0.5302
dreams,dream,dream,"I'm doing something work related for m and ex and I want to avoid ex. M wants to buy something in supermarket but Chris Drane is serving in the supermarket and I want to avoid him. M pays and I'm hiding in the aisle. walking home from work. trying to avoid ex. I see m drive past. she sees me and pulls over and I get in the vehicle. it's a work event. I'm in a building with staircase. hmt. someone there plays a cello sized instrument and carries it. in fact, he has multiple instruments, each tuned in a different key. I think it's overly complicated. at the work event there is some food and drink. people are drinking. I feel uneasy and decide to pop out to have a break and maybe buy a coffee. as I leave I realise noone will notice if I just go home and don't return. I feel a bit guilty as I leave. walking through Upminster streets home.",18,0.7287,1.0135,0.1798,1.1052,12.3877,0.0892,3.9504,14.3582,2.8817,197,0.015,0.2662,0.5838,2.9325,0.1991,0.2798,0.1478
dreams,dream,dream,"I am at work, beginning to train a new employee for a position in my office. The young woman is from India. I show her around and have her sit at her desk while I go over her responsibilities. The odd thing is that my office is not in my current office, but an office in my old suite of offices at Kenmore Mercy Hospital. I go over what we will be doing in the next several weeks and tell her I will order her business cards. She tells me she doesn't want to order the cards yet because she wants to wait a bit to see if she likes the job. I don't recognize any of the staff. They are strangers to me.",8,0.7431,0.9513,0.2169,1.0893,5.2014,0.2094,2.9683,14.1644,2.342,136,0.0254,0.2424,0.5438,3.4277,0.1586,0.367,0.1832
dreams,dream,dream,"In some kind of meditation session w/jesus guy. We're all sitting in a row. Melissa is on my right. She starts telling me about her new life, her new work website, all good things, & then this assistant lady gets in our faces & says we're not supposed to be talking and we're ruining things. Then the lady is sitting on the other side of m, and she's talking to her neighbor. So I get in their faces, & then I'm too annoyed to meditate on peace, so I get up and start jogging. Turns out we're on a small globe. I can run all around & under it, like I'm running around a tiny world.",8,0.791,0.973,0.1423,1.0133,5.5369,0.183,3.5247,12.3275,2.611,143,0.0139,0.0931,0.2534,1.9791,0.128,0.2875,0.0719
dreams,dream,dream,"Hear the reason for my present sadness! In a dream, my father appeared to me in faded apparel, his hair disheveled, falling from a mountain peak into a pit of dung! It seemed to me he was wallowing in that sea of dung, drinking oil from the hollow of his hands, bursting into laughter again and again….And in my dream I saw the ocean dry up and the moon fall on the earth, the world being plunged into darkness….Finally I beheld a woman dressed in red, a female demon of hideous aspect, who, as if in play, was bearing the king away. This is what I beheld during this terrible night! Assuredly, either I or Rama or the King or Lakshmana [another of Bharata's brothers] are about to die….My throat is dry.",5,0.6068,0.7541,0.1539,0.7541,2.4271,0.3107,3.6354,11.3275,2.6524,171,0.0283,0.9793,1.1501,4.8103,0.2391,0.2074,0.3164
dreams,dream,dream,"215. (2) I was in a house that had a basement, then a loft like upstairs, no main floor. And the way to get to them was by a white ladder, through a hole in the floor, and the ladder was never as tall as it seemed. I went up and down it many times. There was a big party that I was throwing, there were a lot of people. Half I knew, half I did not know. This part of the dream was like any party with people wandering around. Then the dream turned. All of a sudden, I was in a very pretty long white dress on a bed with Kaylee. We started to kiss and have wandering hands. Then there was a dark spot on the bed. I grabbed it and it turned into an owl and flew off. Then it was a different girl and I had to save her from a curse and spells that were being cast upon her, I felt fear. An older woman was doing this to her. Then these green vine type plants started to grow out of the floor above the ladder. They started to wrap around everyone, killing them. But I found a blue detergent and poured it on it, thus killing it and being free. Then I was out of the house looking into the window to see if I could see the girl.",17,0.6929,0.9691,0.1553,0.9803,11.0859,0.0884,3.2302,13.8249,2.4791,267,0.0314,1.649,1.7976,8.3473,0.2153,0.3035,0.5565
dreams,dream,dream,Early this morning before the second sleep I watched a yantra meditation. This is the first time i'd done this. After dozing off I had a series of dreams. None of which I was consciously aware but one that could have possibly been an OBE. Im in the backyard of the house on Julian. The sky is blue with white fluffy clouds. I'm calling up to some diety trying to summon it down. There are columns of light that extend down through the clouds as if this ethereal being wants to appear. Where the columns of light hit the ground there is the vague outline of what could possibly be a sentient being. I can't make out much other than the pinkish light that appears within the columns. My consciousness drifts and I see colors and i'm aware that i'm in the numinous place or somewhere there about.,11,0.7241,0.9571,0.1903,1.0341,7.2411,0.1428,3.7041,11.9821,2.7084,172,0.0414,1.1968,1.4999,7.0765,0.212,0.2792,0.4049
dreams,dream,dream,"Dreamt about being at a friend's place. Their mother was doing a voiceover, very vague, possibily something about selling something. There was a tape recorder dock, it seemed not to be recording anything. Next I find myself in the living room eating a big bluesberry snakes from a Starburst Snakes Share Bag. I go to their kitchen to get another snake lolly but then returned to the livingroom without another lolly. My childhood friend say that they have already brushed and flossed their teeth. We were going to go out drinking. They seemed concerned about not having money in purse to buy rounds. My friend's aunt was not concern about this.",9,0.8011,1.0338,0.1711,1.0338,6.4084,0.1613,4.3511,15.1538,3.2133,136,0.0183,0.1056,0.1916,2.47,0.0776,0.2376,0.044
dreams,dream,dream,"I am sick and am terribly congested. Last night I spent most of my night awake but had snatches of sleep. When I laid on my back with my head propped up I got the most sleep however this is when the Trump dream came at me. He was trying to drown me, holding my face under water! I would fight him and come up for air, I remember thinking his little fingers aren't strong enough I can get out of the water if I try hard enough! When I broke free and pulled my head out of the water I was rolling over on my side. Each time I returned to my back the dream repeated itself. no other details, horrible night!",8,0.6159,0.8302,0.1529,1.0072,4.3116,0.2336,3.6293,12.0434,2.7649,137,0.0498,1.2791,1.572,6.7777,0.2319,0.2775,0.4331
dreams,dream,dream,"I don't remember what I was worried or upset about, but I gave a ride to some guy in a long-sleeve mustard-colored sweater. It was night in a city. He said things to make me feel better about the situation I was in. He asked to be dropped outside of some health center or something. It was surrounded by a fence, so I offered to drive him closer to the door, but he refused. Later, I remember using an outside gas station restroom. The door was missing for some reason and I could see the area I dropped the guy off. I kept looking at the treeline that was silhouetted by the light from the city. I saw the mustard sweater guy watching me with binoculars. I got creeped out and left as quick as possible, but when I flushed the toilet on the way out, the back tank somehow overflowed.",10,0.7312,1.0336,0.1565,1.0336,6.5808,0.1571,3.3292,11.5487,2.7444,179,0.0461,1.836,1.9729,8.1991,0.2406,0.3105,0.5926
dreams,dream,dream,"I dreamed that for final exams at my high school, we all had to ride this train. It was horrible. The driver was crazy and kept saying, ""This train will not crash,"" but we were all still horrified. Then I had a dream that all of the kids on my Spain group went to the same high school I woke up on the first day and tried a million outfits, but ended up ruining them because I'd drop mascara on them. Then finally I put on jeans and a pink shirt and a jean jacket, before realizing that I shouldn't wear a jean jacket with jeans. On the bus to school, I saw the Chloes. Mr. Chloe was really happy about their new baby. It began to rain. At school I realized I had no makeup on. Then I woke up.",10,0.7482,0.9886,0.1387,1.0766,6.7342,0.1599,3.555,14.0736,2.7808,164,0.0462,1.9164,1.9367,7.5353,0.257,0.3028,0.5448
dreams,dream,dream,"First, I dreamed that I was really numb all of a sudden. I was reading and then sort of seized up. Then I remember that I had had two shots of vodka, two Ibuprofens, and my mother's meds, and I had my period. So in really slow motion, I tried to get to bed to go to sleep. Next I dreamed that I was at the last boys' hockey game, and I had to say good-bye to all my friends. So first I said good-bye to Judith. And Mabel was there, but then she wasn't. Next I said good-bye to Mason, and he was sitting between Vanessa and Beth, both his girlfriends, so I apologized for embarrassing him in front of them. Then I said good-bye to Leo, Ida, Hazel, and Etta, and Wong, who tried to push me off the bleachers. Finally I said good-bye to Arthur, Bud, and Jayden. I looked on the ice and saw Lou, playing defense, and he accidentally let the puck by and spluttered, ""It...it wasn't my fault."" I felt bad for him and thought, There's so much I want to say right now that can't be said in a letter. Then, very sad, I looked at the rink one last time and left. At home, my father and I had to go get my brother from his hockey game. My father wanted me to drive to get used driving conditions. But before we left my computer malfunctioned and I had about 12 copies of every program on my desktop, which was really annoying. Then I woke up.",16,0.676,0.9747,0.1606,1.1422,10.1395,0.1126,3.2786,16.8511,2.962,336,0.1027,1.9775,1.9775,34.4073,0.0575,0.3484,0.6032
dreams,dream,dream,"A black haired girl in a long red slit sided jacket top with harem pants was running away with a tall dark stranger who she was in love with. She was from a devout muslim family and had to cover up in a full burqa, he was from a less militant form of the religion. They ran to a safe house, a long low white bungalow filled with soldiers and pushed some soldiers out of one of the rooms where he laid her down on a mattress on the floor and she raised her arms to him. Her family barged into the room and separated them. Both were placed under guard.",5,0.746,0.968,0.1489,0.968,2.9839,0.3244,3.7862,12.5616,2.8262,124,0.04,1.1326,1.3737,4.9242,0.279,0.2557,0.3628
dreams,dream,dream,"We are in a multi bed setting like a large dorm room. Several people are there, including Diana, Mom, Tiff I think. Diana tells of someone we knew from Yellowstone who fantasized about shooting up elementary schools when he got drunk. He has come to her school today to talk to children. She tells me she brought a program to show me. Laughing, I jump out of bed and run to the kitchen to retrieve it. It has a cartoonish picture on the back of a man with long stringy blonde hair holding a rifle sitting on top of a tree. Diana, another girl and I moving into the apartment together. While the three of us are talking in the kitchen, I am looking for a food item and realize it is gone. I start thinking about paying for shared food and dividing the chores and cleaning.",10,0.7513,0.9517,0.1333,1.1108,6.7619,0.1643,3.8137,13.9817,3.0084,166,0.0395,1.3186,1.6203,6.5149,0.2487,0.2913,0.4249
dreams,dream,dream,"At Great America with my sister and friend Rhiannon. We kept on complaining about how it was so hot so kept on eating dip and dots ice cream. We decided to leave and go to my sisters house in Davis to go swimming. Rhiannon couldn't find her car keys, for some reason her car was my car. We didn't seem to care about her car keys so we took the light rail and ended up at the mall and decided to go shopping. By this time it was just me and Rhiannon. I was very satisfied w/everything that I was trying on. After the mall, we ended up at my house watching Saved by the Bell.",8,0.7873,0.9009,0.1026,0.944,5.5112,0.1713,3.2867,11.5407,2.7367,136,0.0473,1.8329,1.9653,6.3875,0.3077,0.2872,0.598
dreams,dream,dream,"For some reason I'm at my old martial art instructor's house where he lives with his wife. I'm there with a faithful entourage of his class members. We venture out onto the streets to join a procession or something. We have various chinese items with us. Someone hands me a large round vase - as big as a basket ball. It looks cheap, as if it had been bought from a tourist shop in China. I immediately notice the vase is cracked all over. It suddenly collapses under its own weight into hundreds of pieces. I've been stitched up by someone. I wasn't responsible, but it looks as though it was my fault. I explain what had happened to the instructor. He remains calm, and feigns generous understanding. Back at the house his attitude changes. He is obviously angry but tries to hide it. He is a passive-aggressive character, and he nonchalantly announces that I'll have to replace it. I'm not responsible but I decide to oblige him to keep the peace. I am ashamed that I'm scared of him, and that I'm weak.",17,0.6937,0.8908,0.1235,1.2335,11.0994,0.1111,3.3602,13.5755,2.7533,226,0.0368,0.69,1.0584,8.2693,0.128,0.3671,0.315
