subset,category,blt_bits_per_char,text_len,text_preview
FreeLaw,institutional,1.3306745005241973,118062," 52 F.Supp.2d 420 (1998) UNITED STATES of America, ex rel. Robert J. MERENA, Plaintiff, v. SMITHKLIN"
PubMed Central,institutional,1.2209067514552177,54060,1. Introduction ===============  RM 8640 consists of six plastic bottles each containing a 2 mL susp
PubMed Central,institutional,1.6448664983918455,46519,Introduction ============  hnRNP A1 is an RNA-binding protein that contains two RNA-binding domains 
FreeLaw,institutional,1.6153556798638598,48729,"142 F.3d 194 1998 Copr.L.Dec. P 27,765, 46 U.S.P.Q.2d 1521 John SUNDEMAN, Successor Personal Represe"
ArXiv,institutional,1.6832525663865243,16815,--- abstract: 'We study the effects of Supernova (SN) feedback on the formation of galaxies using hy
FreeLaw,institutional,1.5843155535455526,204, 2 So.3d 943 (2006) EX PARTE ALJAY LOCKETT. No. CR-06-0014. Court of Criminal Appeals of Alabama. De
FreeLaw,institutional,1.6148995574953904,3213,"  People v Vidro (2017 NY Slip Op 01975)      People v Vidro   2017 NY Slip Op 01975   Decided"
PubMed Central,institutional,2.802548726296747,73,![](indmedgaz71076-0023){#sp1 .183}  ![](indmedgaz71076-0024){#sp2 .184} 
FreeLaw,institutional,2.5522384479452995,33045," 647 F.Supp.2d 247 (2009) Gary LA BARBERA, Thomas Gesualdi Lawrence Kulda, Louis Bisignano, Anthony "
PubMed Central,institutional,1.136516167483112,24413,Background ==========  The mammalian inner ear has very limited ability to regenerate lost sensory h
ArXiv,institutional,1.340197914192221,27472,"--- abstract: |     The paper proposes a method for measuring available bandwidth, based on testing "
FreeLaw,institutional,2.1874643490823615,115," 13 A.3d 972 (2010) COM. v. GEORGE. No. 569 WDA 2009. Superior Court of Pennsylvania. September 3, 2"
PubMed Central,institutional,1.42620737577983,43092,###### Article summary  Article focus =============  -   Hypertension carries significant risks but 
PubMed Central,institutional,1.807598715225766,10260,"Findings ========  *Taenia solium*is a cestode parasite that causes human neurocysticercosis, a publ"
FreeLaw,institutional,2.2970142615903675,655,996 F.2d 1235 NOTICE: Federal Circuit Local Rule 47.8(b) states that opinions and orders which are d
FreeLaw,institutional,1.1210822276880086,5683," 841 P.2d 342 (1992) The PEOPLE of the State of Colorado, Plaintiff-Appellee, v. William Franklin ZI"
FreeLaw,institutional,2.7866377066207884,11038,MAINE SUPREME JUDICIAL COURT                                                       Reporter of Decis
PubMed Central,institutional,1.8840764882905776,41102,Introduction ============  Studies investigating rider posture during horseback riding are beginning
ArXiv,institutional,2.3041087551812423,34107,--- abstract: 'Wide-area data and algorithms in large power systems are creating new opportunities f
FreeLaw,institutional,1.2352557960621269,19986,                                                       NOT PRECEDENTIAL                  UNITED STAT
PubMed Central,institutional,1.2971175503251164,9116,Oropharyngeal dysphagia is a deglutition disorder resulting from neurological and/or structural impa
Ubuntu IRC,individual,1.2697884155820005,357,"#ubuntu-us-sc 2011-07-27 <weudel> Hello, fellow early arrivers... #ubuntu-us-sc 2011-07-28 <weudel> "
FreeLaw,institutional,1.2542438850242403,3397,                             Fourth Court of Appeals                                     San Antonio
PubMed Central,institutional,1.194232872274125,53821,Introduction {#s0001} ============  ABP 215 (US: MVASI™ \[bevacizumab-awwb\] approved in September 2
FreeLaw,institutional,1.5261054928371653,12285,"16 F.3d 219 E. Dewey ANDERSON, Clisten Dale Corbett, Barbara Ferris, etal., Plaintiffs-Appellees,v.G"
FreeLaw,institutional,2.2342227234195957,12068," 265 S.W.3d 755 (2007) IBAC CORP., Nylkoorb Management Group, Inc., The Royal Arkansas Hotel and Sui"
ArXiv,institutional,1.72931783789411,18167,--- abstract: 'We study the suppression of the small-scale power spectrum due to the decay of charge
ArXiv,institutional,1.513645295697435,71856,--- abstract: 'The purpose of this note is to use the scaling principle to study the boundary behavi
FreeLaw,institutional,1.0740964911955928,3057," USCA1 Opinion  	                                     [NOT FOR PUBLICATION]                "
ArXiv,institutional,1.9362659084355103,34068,"--- abstract: 'Planets interact with their host stars through gravity, radiation and magnetic fields"
PubMed Central,institutional,1.479476433171293,27484,Introduction ============  Cognitive impairment is a frequently reported issue for patients with fra
PubMed Central,institutional,0.9563077910529306,30654,"Background ==========  The incidence of melanoma in Europe has been steadily increasing, more rapidl"
PubMed Central,institutional,1.670511289399124,7311,Aims and Scope ==============  *Clinical Case Reports* is different to other case report journals. O
PubMed Central,institutional,2.0989451851164667,61694,Background {#Sec1} ==========  Stillbirth and its consequences have attracted some research interest
PubMed Central,institutional,1.1341519090157857,861,"In the article cited above, the addition of \""^b^\"" annotation would be needed in Table 5 of the mai"
PubMed Central,institutional,1.9902787001294295,63964,Introduction {#S1} ============  The adaptive immune system must distinguish between self and non-se
ArXiv,institutional,1.7368611644213223,1599,--- abstract: 'Healthcare is one of the largest business segments in the world and is a critical are
PubMed Central,institutional,1.4590512246832008,78415,"Introduction {#Sec1} ============  Speed-accuracy trade-offs (SATs), such as that between movement s"
PubMed Central,institutional,1.4761837135679974,21430,"Introduction ============  The radical coupling reaction,[@cit1] wherein the nearly zero activation "
ArXiv,institutional,1.7016097043865352,21369,--- abstract: |     We use the method of thermal QCD sum rules to investigate the effects of tempera
PubMed Central,institutional,1.7076084408886143,34544,"Lu N, Lv Q, Sun X, et al. Isoalantolactone restores the sensitivity of gram‐negative *Enterobacteria"
PubMed Central,institutional,2.21513770603014,25924,Cold storage has been the method of choice for liver preservation for \<50 years now. Hypothermia ef
PubMed Central,institutional,1.6399334657512805,7257,"INTRODUCTION ============  Idiopathic ventricular tachycardia (VT), which develops without any cardi"
PubMed Central,institutional,1.8348390904855132,33596,Introduction {#s1} ============  *Mycobacterium tuberculosis* (*Mtb*) is responsible for the greates
PubMed Central,institutional,1.1853028668619126,25317,Introduction {#Sec1} ============  Therapies for metastatic advanced thyroid cancers are inadequate 
ArXiv,institutional,2.4479018487626396,60210,"--- abstract: 'We consider the initial value problem $u_t  = \Delta \log u$, $u(x,0) = u_0(x)\ge 0$ "
ArXiv,institutional,1.37164910744065,24303,"--- abstract: 'Using first-principles calculations, we investigate the positional dependence of trac"
ArXiv,institutional,1.7115108103220025,82304,"--- abstract: 'By means of white noise analysis, we prove some limit theorems for nonlinear function"
PubMed Central,institutional,1.08828047323152,33306,"1. Introduction {#sec1} ===============  Adenosine 3′,5′-cyclic monophosphate (cAMP) is an ubiquitou"
ArXiv,institutional,1.1951378107334936,26693,"--- abstract: 'We discuss an open driven-dissipative many-body system, in which the competition of u"
PubMed Central,institutional,1.3526980386878922,4971,LETTERS TO EDITORS ==================  We found the recent original article published in the Korean 
PubMed Central,institutional,0.9874019039944221,13698,Introduction ============  In the last two decades there have been progresses in understanding thyro
ArXiv,institutional,0.9114258053148627,249,\[display\] [****]{} [ ]{}[20pt]{}  \[section\] \[pulse\][****]{} \[pulse\][****]{} \[pulse\][****]{
ArXiv,institutional,1.449351990977127,79906,--- abstract: 'New types of maximal symplectic partial spreads are constructed.' address: 'U. of Ore
PubMed Central,institutional,1.2991010690547262,29032,1. Introduction {#sec1-ijerph-15-02367} ===============  It is estimated that around 15% of schoolch
PubMed Central,institutional,1.1813381908069627,23177,1. Introduction {#sec0005} ===============  Peste des Petits Ruminants (PPR) is a viral disease of s
PubMed Central,institutional,2.302533707566832,47525,All relevant data are within the paper and its Supporting Information files.  Introduction {#sec001}
PubMed Central,institutional,2.257907140240498,9089,The content published in Cureus is the result of clinical experience and/or research by independent 
ArXiv,institutional,1.2277927389981034,47437,--- abstract: 'We consider random walks (RWs) and self-avoiding walks (SAWs) on disordered lattices 
ArXiv,institutional,1.3171917604332997,66950,--- abstract: 'We prove that the energy dissipation property of gradient flows extends to the semigr
ArXiv,institutional,1.8781860935456014,18169,--- abstract: 'It is shown here how prior estimates on the local shape of the universe can be used t
ArXiv,institutional,1.4707387317249863,19975,--- abstract: 'We discuss in detail the pulsation properties of variable stars in globular clusters 
ArXiv,institutional,2.4294412873126467,56608,"--- abstract: 'The transverse Ising model (TIM), with pseudospins representing the lattice polarizat"
ArXiv,institutional,1.86143005218942,58257,--- abstract: 'Recently there has been sustained interest in modifying prediction algorithms to sati
ArXiv,institutional,1.9222042947720779,96872,--- abstract: 'Lossy communication of correlated sources over a multiple access channel is studied. 
ArXiv,institutional,1.451150761559965,21862,--- abstract: 'Hardy’s proof is considered the simplest proof of nonlocality. Here we introduce an e
ArXiv,institutional,1.1658657068472875,47744,--- abstract: |     We examine the elliptic system given by $$\label{system_abstract}      -\Delta u
ArXiv,institutional,1.0583363613390533,57546,--- abstract: 'We report results from an intensive multi-wavelength monitoring campaign on the TeV b
ArXiv,institutional,1.4771281105713996,92951,--- abstract: 'Identifying groups of variables that may be large simultaneously amounts to finding o
ArXiv,institutional,1.6155763487021622,43931,--- abstract: '[ ]{}' author: - 'Alexander Marx[^1]' - Jilles Vreeken bibliography: - 'abbrev.bib' -
ArXiv,institutional,1.8246625309300097,12148,--- abstract: 'The out-of-equilibrium electron transport of carbon nanotube semiconducting quantum d
ArXiv,institutional,1.8193134426874857,20957,"ad ad ad ad ad ad ad ad  ł  Preprint Padova, DFPD 97/TH\ December 1997\  Introduction ============  "
ArXiv,institutional,3.053813892932826,13485,[**Some Comments on Wheeler De Witt Equation for Gravitational Collapse and the Problem of Time**]{}
ArXiv,institutional,1.2304565759143686,73130,"--- abstract: 'Given an elliptic curve $E/\mathbb{Q}$, it is a conjecture of Goldfeld that asymptoti"
ArXiv,institutional,2.2167240221361495,86069,"--- abstract: 'In this article, we merge celebrated results of Kesten and Spitzer \[*Z. Wahrsch. Ver"
ArXiv,institutional,1.524529566574195,60139,--- abstract: 'In this article we study the symmetry breaking phenomenon of solutions of non-coopera
ArXiv,institutional,1.4569364919876266,58893,"--- abstract: 'Although latent factor models (e.g., matrix factorization) achieve good accuracy in r"
ArXiv,institutional,1.3991808054292303,40732,--- author: - 'M. Wernli' - 'L. Wiesenfeld' - 'A. Faure' - 'P. Valiron' bibliography: - 'cyano\_v3.b
ArXiv,institutional,1.1344202839722564,106522,"--- abstract: |     In this paper we introduce the *persistent magnitude*, a new numerical invariant"
ArXiv,institutional,1.6058384861859865,18519,--- abstract: 'We utilize a high quality calcium fluoride whispering-gallery-mode resonator to stabi
ArXiv,institutional,1.200750766473833,17133,--- abstract: 'We report growth of superconducting [[Sr$_{\mathrm{2}}$RuO$_{\mathrm{4}}$]{}]{} films
ArXiv,institutional,1.699287996769961,1674,--- abstract: 'We study the problem of visualizing large-scale and high-dimensional data in a low-di
ArXiv,institutional,1.4535523248174456,15337,--- abstract: |     It is well-known that the Shannon entropies of some parameterized probability di
ArXiv,institutional,1.7831178584933838,58691,--- abstract: 'We develop a method for the determination of thecdynamics of dissipative quantum syst
ArXiv,institutional,2.5031443727367653,58968,--- abstract: |     A boundary Nevanlinna-Pick interpolation problem is posed and solved in the quat
ArXiv,institutional,1.601937628849235,20242,--- abstract: 'ZnCu$_{3}$(OH)$_{6}$Cl$_{2}$ ($S=\frac{1}{2}$) is a promising new candidate for an id
ArXiv,institutional,1.4133670569450907,49299,--- abstract: |     We use *Hubble Space Telescope* (*HST*) to reach the end of the white dwarf (WD)
ArXiv,institutional,2.3982766062618204,59556,"--- abstract: 'We present novel algorithms to estimate outcomes for qubit quantum circuits. Notably,"
ArXiv,institutional,1.5481433635853559,140,--- author: - |     Robin J. Evans\     University of Oxford\     `evans@stats.ox.ac.uk` title: 'Mod
ArXiv,institutional,2.2091421440387715,25123,--- author: - Gurtina Besla bibliography: - 'BeslaSeychelles.bib' title: The Orbits and Total Mass o
ArXiv,institutional,1.7336769909149479,63020,"hep-th/0106146  [**Elias Gravanis and Nick E. Mavromatos** ]{}\ Department of Physics, Theoretical P"
ArXiv,institutional,1.2419803188219773,43734,--- abstract: 'We prove that the property of a free group endomorphism being irreducible is a group 
ArXiv,institutional,1.245587998093733,113400,--- abstract: 'We discuss the partitioning of a quantum system by subsystem separation through unita
ArXiv,institutional,1.9467315904302225,14107,--- abstract: 'The trigger system of the Surface Detector (SD) of the Pierre Auger Observatory is de
ArXiv,institutional,2.2243254665528447,18228,**HAUSDORFF OPERATORS ON LEBESGUE SPACES WITH POSITIVE DEFINITE PERTURBATION MATRICES ARE NON-RIESZ*
ArXiv,institutional,1.2770023557315817,1715,--- abstract: |     We consider the complexity of equivalence and learning for multiplicity tree aut
ArXiv,institutional,1.9565235699521633,143,--- author: -  title: Amorphous Dynamic Partial Reconfiguration with Flexible Boundaries to Remove F
ArXiv,institutional,1.5926860534276372,43873,--- abstract: 'We analyse aspects of symmetry breaking for Moyal spacetimes within a quantisation sc
Ubuntu IRC,individual,2.6848527070269785,183382,#ubuntu-ensemble 2011-06-13  * al-maisan -> office <kiranm> 'ensemble status' always shows me connec
ArXiv,institutional,1.377508839749554,42877,"--- abstract: 'We define the notion of characteristic rank, $\mathrm{charrank}_X(\xi)$, of a real ve"
ArXiv,institutional,2.150535353671451,41032,"--- abstract: 'We study the central diffractive production of the (three neutral) Higgs bosons, with"
ArXiv,institutional,1.6139960030657012,94015,--- abstract: 'Probability density functions are determined from new stellar parameters for the dist
ArXiv,institutional,2.167768507897599,29495,--- abstract: 'A brief introduction is given to rotating black holes in more than four spacetime dim
ArXiv,institutional,1.7804081921608506,47035,"--- abstract: |     We consider a recent coinfection model for Tuberculosis (TB), Human Immunodefici"
ArXiv,institutional,1.7186924437269595,17719,--- abstract: 'We show by resonance effects in HgBa$_2$CuO$_{4+\delta}$ (Hg-1201) and by Zn substitu
ArXiv,institutional,1.3632963116004433,14059,--- abstract: 'We give an alternative method to that of Hardy-Ramanujan-Rademacher to derive the lea
ArXiv,institutional,1.6128595137839767,82988,"--- abstract: |     Let $\,{\boldsymbol{L}}\,$ be a second order, uniformly elliptic operator, and c"
ArXiv,institutional,2.9773292881547015,18742,--- author: - 'Chien-Hsien Lin' - 'Wing-Huen Ip' - 'Zhong-Yi Lin' - Fumi Yoshida - 'Yu-Chi Cheng' ti
ArXiv,institutional,1.414235680581163,89687,--- abstract: 'In this paper we describe the stable and unstable leaves for the geodesic flow on the
ArXiv,institutional,1.7979624762363853,45503,"--- abstract: 'In this contribution, we introduce an efficient method for solving the optimal contro"
ArXiv,institutional,1.5800215094860601,46940,"[**** ]{}\ Arnab Laha^1^, Abhijit Biswas^2^, Somnath Ghosh^1,\*^\ **[1]{} Department of Physics, Ind"
ArXiv,institutional,2.3147511432815833,16009,High-$T_c$ superconductivity occurs when the parent antiferromagnetic (AF) insulator with the CuO$_2
ArXiv,institutional,1.1758209140363702,30312,"--- author: - '[**Mikhail Kamenskii, Oleg Makarenkov, Paolo Nistri**]{}' title: |     \     [**Appli"
ArXiv,institutional,1.811343879965031,48450,--- abstract: 'Although the currently popular deep learning networks achieve unprecedented performan
ArXiv,institutional,1.7922780042661905,32500,--- abstract: 'Recently we have shown that the reduction of the Carruthers-Nieto symmetric quantum p
ArXiv,institutional,1.3035587323461806,31242,0.6cm  [**Quantum Scattering Theoretical Description of Thermodynamical Transport Phenomena**]{}  > 
ArXiv,institutional,1.4525852245892263,143993,"--- abstract: |     In this paper, we pursue the study of second order BSDEs with jumps (2BSDEJs for"
ArXiv,institutional,1.9376224307943628,28020,"--- abstract: 'Over the past 50 years, electron-nuclear double resonance (ENDOR) has become a fairly"
ArXiv,institutional,0.9917438423582682,84634,"--- abstract: 'Two-dimensional carbon, or graphene, is a semi-metal that presents unusual low-energy"
ArXiv,institutional,1.1764707613765413,206723,--- abstract: 'Prior knowledge on properties of a target model often come as discrete or combinatori
ArXiv,institutional,1.4055670513992669,196379,"--- abstract: 'We study the set of periods of degree 1 continuous maps from $\sigma$ into itself, wh"
ArXiv,institutional,1.7270716244606112,18166,"--- author: - 'Evgeny Andronov[^1], for the NA61/SHINE Collaboration' title: 'Recent results from th"
ArXiv,institutional,1.5179552293617105,17814,--- abstract: 'We report an angle-resolved photoemission spectroscopy (ARPES) study on IrTe$_2$ whic
ArXiv,institutional,1.8761870843574928,34066,--- abstract: 'In this paper we study the quantum dynamics of an electron/hole in a two-dimensional 
ArXiv,institutional,2.2347066728419516,35158,--- abstract: 'A review is given of hypothetical faster-than-light tachyons and the development of t
ArXiv,institutional,1.4351819708936635,1542,"--- abstract: 'We study alternating good-for-games (GFG) automata, i.e., alternating automata where "
ArXiv,institutional,1.6775452567215936,87490,"--- abstract: 'Recent research has documented a significant rise in the volatility (e.g., expected s"
ArXiv,institutional,1.4172862121955305,50528,--- author: - |     **Tanwi Mallick**\     Mathematics and Computer Science Division\     Argonne Na
ArXiv,institutional,1.8961377474583712,39588,--- abstract: 'Disordered 2D chiral fermions provide an effective description of several materials i
ArXiv,institutional,1.9604634228166964,50424,--- abstract: 'We implemented Simon’s quantum period finding circuit for functions $\F_2^n \rightarr
ArXiv,institutional,1.3967147636401989,56175,"--- abstract: 'Using numerical integrations, we find that the orbital eccentricity of Saturn’s moon "
ArXiv,institutional,2.144589990094732,20024,--- author: - Xueshi Guo - 'Casper R. Breum' - Johannes Borregaard - Shuro Izumi - 'Mikkel V. Larsen
ArXiv,institutional,1.2119255224891932,29015,"--- abstract: 'We introduce $(k,l)$-regular maps, which generalize two previously studied classes of"
ArXiv,institutional,1.2357413755357265,22108,"--- abstract: 'Motivated by the possibility to load multi-color fermionic atoms in optical lattices,"
ArXiv,institutional,1.9520914847017135,35411,--- abstract: 'We give necessary and sufficient conditions for the set of Neumark projections of a c
ArXiv,institutional,1.5032191398880856,57635,"--- abstract: 'We report the discovery of two, new, rare, wide, double-degenerate binaries that each"
Gutenberg (PG-19),individual,1.45994692891787,16130,"DREAMS***   Transcribed from the 1913 Thomas J. Wise pamphlet by David Price, email ccx074@pglaf.org"
ArXiv,institutional,2.1469970078864002,82766,"1.0 cm  \ .1cm [*$^{(a)}$Instituto de Física, Universidade de São Paulo,\ C. Postal 66318, 05314-970"
ArXiv,institutional,1.9498826352246734,63379,--- abstract: 'This paper presents a prescription for distilling the information contained in the co
ArXiv,institutional,0.9536844877552123,1444,"--- abstract: 'In this paper, we propose a framework capable of generating face images that fall int"
ArXiv,institutional,1.425229011149446,223809,--- abstract: 'We are interested in the problem of robust parametric estimation of a density from i.
ArXiv,institutional,1.3458357073791567,51487,--- author: - 'F. Govoni' - 'M. Murgia' - 'M. Markevitch' - 'L. Feretti' - 'G. Giovannini' - 'G.B. T
ArXiv,institutional,1.227928496617166,26630,--- abstract: 'It is shown that in a simple coupler where one of the waveguides is subject to contro
ArXiv,institutional,1.3126812353629762,59026,"--- abstract: 'Ranked data appear in many different applications, including voting and consumer surv"
ArXiv,institutional,1.5901295536447348,31262,--- abstract: |     We study the relationship of higher order variational eigenvalues of $p$-Laplaci
ArXiv,institutional,1.3279928216285,52835,"--- author: - 'Niral Desai,' - 'Can Kilic,' - 'Yuan-Pao Yang,' - Taewook Youn bibliography: - 'bib\_"
ArXiv,institutional,1.2644473195128865,320,--- address: |      Center for Advanced Methods in Biological Image Analysis\     Center for Data Dr
ArXiv,institutional,1.9182181650627572,89281,--- abstract: 'Extending the notion of symmetry protected topological phases to insulating antiferro
ArXiv,institutional,2.6688187982261056,30391,"--- abstract: 'In this article, we study optimal control problems of spiking neurons whose dynamics "
ArXiv,institutional,1.9651544629557711,103024,--- abstract: 'We consider network coding for a noiseless broadcast channel where each receiver dema
ArXiv,institutional,1.2894709371922521,24717,--- abstract: 'Hybrid-kinetic numerical simulations of firehose and mirror instabilities in a collis
ArXiv,institutional,1.2914335980838192,21406,"\ .4in [*Department of Physics,\ National Technical University of Athens,\ Zografou Campus, 15780 At"
ArXiv,institutional,1.4396929073278402,19529,"--- abstract: 'In this paper, we use the approximation of shallow water waves (Margaritondo 2005 [*E"
ArXiv,institutional,1.4273782106319939,33990,"--- author: - |     Amir Rosenfeld, John K. Tsotsos\     Department of Electrical Engineering and Co"
ArXiv,institutional,1.3188204802324122,18749,--- abstract: 'We have obtained $V$ and $I$ images of the lone globular cluster that belongs to the 
ArXiv,institutional,1.1858346294175799,43456,--- abstract: 'Magnetism in the FeAs stoichiometric compounds and its interplay with superconductivi
ArXiv,institutional,2.4673551406255987,105067,--- abstract: |     We study integrable systems on double Lie algebras in absence of Ad-invariant bi
ArXiv,institutional,1.956691443836108,30578,--- abstract: 'We derive sharp estimates on modulus of continuity for solutions of the heat equation
ArXiv,institutional,1.9264592149274349,31075,"--- abstract: 'Situational awareness is crucial for effective disaster management. However, obtainin"
ArXiv,institutional,2.1268112209690897,96677,"--- abstract: 'At 66Mpc, AT2019qiz is the closest optical tidal disruption event (TDE) to date, with"
ArXiv,institutional,1.1828822622355168,35764,"--- abstract: 'A model of localized classical electrons coupled to lattice degrees of freedom and, v"
ArXiv,institutional,1.4209788239745722,35570,"--- abstract: 'In baseball games, the coefficient of restitution of baseballs strongly affects the f"
ArXiv,institutional,1.405138429360344,18300,--- abstract: 'We report the first observation of anti-Stokes laser-induced cooling in the Er$^{3+}$
ArXiv,institutional,1.954776222965928,32918,"--- abstract: 'Nearly all glass forming liquids display secondary relaxations, dynamical modes seemi"
ArXiv,institutional,1.3740191713877314,52482,--- abstract: 'The Coulomb interaction between the two protons is included in the calculation of pro
ArXiv,institutional,1.6410682957207279,92250,"--- abstract: |     In this article, we prove the existence of bounded solutions of quadratic backwa"
ArXiv,institutional,1.6296714079030907,6827,--- author: - Wenjun Liao - Chenghua Lin bibliography: - 'sample.bib' title: Deep Ensemble Learning 
ArXiv,institutional,2.110096170829493,19817,    cond-mat/0602009  [Comments on the Superconductivity Solution\ of an Ideal Charged Boson System$
ArXiv,institutional,2.3741093152359793,1508,--- abstract: 'We consider revenue maximization in online auction/pricing problems. A seller sells a
ArXiv,institutional,3.5211739826767765,68090,--- author: - 'L. Sbordone' - 'L. Monaco' - 'C. Moni Bidin' - 'P. Bonifacio' - 'S. Villanova' - 'M. 
Ubuntu IRC,individual,1.949232605224336,331,#ubuntu-ch 2014-10-06 <kr_dog> join #ubuntu-hk <kr_dog> ç¨pythonåä¸ªç¨åºï¼ æå¼æä»¶å¹¶ç¼è
ArXiv,institutional,1.9948118920516749,49948,"--- abstract: 'In addition to constraining bilateral exposures of financial institutions, there are "
ArXiv,institutional,1.9228825785056087,63871,--- abstract: 'In the first part of the paper we introduce some geometric tools needed to describe s
ArXiv,institutional,1.529797050985147,179110,"--- abstract: 'Relying on work of Kashiwara-Schapira and Schmid-Vilonen, we describe the behaviour o"
ArXiv,institutional,2.781505060889557,53635,--- abstract: 'Let $G$ be a group hyperbolic relative to a finite collection of subgroups $\mc P$. L
ArXiv,institutional,1.395093423487637,409,--- author: - 'Hisashi Johno[^1]' - 'Masahide Saito[^2]' - Hiroshi Onishi title: 'Prediction-based c
Gutenberg (PG-19),individual,1.9154518531606637,69174,    Produced by Judy Boss.  HTML version by Al Haines.          THE VOICE   BY  MARGARET DELAND     
ArXiv,institutional,1.622233529107561,61600,--- abstract: 'We present the results of 45 transit observations obtained for the transiting exoplan
ArXiv,institutional,1.4398011847401606,29828,--- abstract: 'We present exact analytical solutions for the zero-energy modes of two-dimensional ma
ArXiv,institutional,1.3054942755484857,63973,--- abstract: 'We present the results of theoretical study of Current-Phase Relations (CPR) $J_{S}(\
ArXiv,institutional,1.5961686806834892,23017,"--- abstract: 'We report critical current density ($J_c$) in tetragonal FeS single crystals, similar"
ArXiv,institutional,1.6373268223095518,19757,--- abstract: 'We consider possibilities of observing CP-violation effects in neutrino oscillation e
ArXiv,institutional,1.6709581103702402,36864,--- abstract: 'We propose an alternate construction to compute the minimal entanglement wedge cross 
Gutenberg (PG-19),individual,1.6529077240557424,613035,"    Produced by Julia Miller, Julia Neufeld and the Online Distributed Proofreading Team at http://w"
Gutenberg (PG-19),individual,1.4300330576830642,602923,    Produced by D Alexander and the Online Distributed Proofreading Team at http://www.pgdp.net (Thi
Gutenberg (PG-19),individual,1.7554201732943817,474633,"    Produced by Nick Hodson of London, England     One Snowy Night, by Emily Sarah Holt.    PREFACE."
Ubuntu IRC,individual,2.5284944226481323,34406,"#kubuntu-se 2011-01-23 <x_link> Hehe, varje gÃ¥ng #kubuntu-se lyser upp sÃ¥ Ã¤r det bara Philip5 som"
Gutenberg (PG-19),individual,1.465577268630678,755645,"    Produced by Richard Tonsing, Jonathan Ingram and the Online Distributed Proofreading Team at htt"
Ubuntu IRC,individual,1.6605152468323898,53279,#ubuntu-locoteams 2011-08-08  * bkerensa waves <czajkowski> aloha #ubuntu-locoteams 2011-08-09 <h00k
Gutenberg (PG-19),individual,1.4969454210456865,358239,    Produced by Charles Aldarondo and the Online Distributed Proofreading team         THE MONEYCHAN
Gutenberg (PG-19),individual,2.844372931822719,155885,The Project Gutenberg Etext of Love or Fame; and Other Poems by Fannie Isabelle Sherrick   Copyright
Gutenberg (PG-19),individual,1.6632056047031967,131741,"    Produced by ellinora, For Emmy, Turgut Dincer and the Online Distributed Proofreading Team at ht"
Gutenberg (PG-19),individual,2.3003069580569795,501065,"    Produced by Audrey Longhurst, Marie Bartolo and the Online Distributed Proofreading Team at http"
Gutenberg (PG-19),individual,1.6514378536760304,1587275,"    Produced by Charles Franks, Robert Prince          THE HISTORY  OF  DAVID GRIEVE    BY  MRS. HUM"
Ubuntu IRC,individual,2.555155602670889,57,#ubuntu-papercuts 2013-05-04 <ronal1> hola <ronal1> hola 
Gutenberg (PG-19),individual,0.9782708184305248,163603,"    Produced by Stephen Hutcheson, Dave Morgan, Rod Crawford and the Online Distributed Proofreading"
Gutenberg (PG-19),individual,2.393134894176829,370413,"    Transcribed from the 1899 Charles Scribner's Sons edition by David Price, email ccx074@pglaf.org"
Gutenberg (PG-19),individual,1.4030084648979366,126099,    Produced by Bryan Ness and the Online Distributed Proofreading Team at http://www.pgdp.net (This
Gutenberg (PG-19),individual,1.6445701175135947,558691,"    Produced by David Moynihan, Dagny      MONSIEUR LECOQ  by Emile Gaboriau     I  At about eleven "
Ubuntu IRC,individual,1.4156809465692852,106062,#ubuntu-mir 2013-11-25 <alf_> alan_g: perhaps we should go with different executables in the existin
Gutenberg (PG-19),individual,1.605701673540716,443959,"    Produced by Chris Curnow, Charlie Howard, and the Online Distributed Proofreading Team at http:/"
Gutenberg (PG-19),individual,3.468062531713698,176667,"    Produced by Suzanne Shell, Joseph R. Hauser and the Online Distributed Proofreading Team at http"
Gutenberg (PG-19),individual,1.3684049815711152,58435,    Produced by Richard Tonsing and the Online Distributed Proofreading Team at http://www.pgdp.net 
Gutenberg (PG-19),individual,1.2687597677468176,97646,    Produced by Annie McGuire         [Illustration: HARPER'S  YOUNG PEOPLE  AN ILLUSTRATED WEEKLY.]
Gutenberg (PG-19),individual,1.7721341194399256,644725,    Produced by David Widger from page images generously provided by the Internet Archive        THE
Gutenberg (PG-19),individual,2.0159236800681692,67055,    Produced by Marc D'Hooghe at http://www.freeliterature.org (Images generously made available by 
Gutenberg (PG-19),individual,2.7628057692706043,656633,"MAIN***   E-text prepared by Joseph E. Loewenstein, M.D., from page images generously made available"
Gutenberg (PG-19),individual,3.6382350878800143,333791,"  E-text prepared by Melissa McDaniel, Matthias Grammel, and the Online Distributed Proofreading Tea"
Gutenberg (PG-19),individual,1.4044731201491114,148811,"    Produced by David Starner, Diane Monico, and The Online Distributed Proofreading Team at http://"
Gutenberg (PG-19),individual,1.9151194412606916,707023,"    Produced by Chris Curnow, Keith Edkins and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,1.722243074768582,589785,    Produced by Al Haines           OUR ADMIRABLE BETTY  A ROMANCE    BY  JEFFERY FARNOL   AUTHOR OF
Gutenberg (PG-19),individual,1.1637747508146783,667767,    Produced by Anne Grieve and the Online Distributed Proofreading Team at http://www.pgdp.net (Thi
Gutenberg (PG-19),individual,1.4217979306474213,82332,    Produced by David Widger.                                      *MURAT*                          
