word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
thought,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.4886,3.5031,41,87.2,41.5,0.5075,3.3856,44,43.2,VERB,VBN,n,noun.cognition,content > cognition > psychological_feature
watched,substance_5,They passed the bottle around the fire and,substance,neutral,0.2411,1.8406,34,72.3,41.2,0.3493,1.7852,44,47.7,VERB,VBN,v,verb.perception,
take,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,repressed,0.6379,4.0206,34,72.3,41.2,1.4305,5.3941,43,44.2,VERB,VB,n,noun.possession,income > financial_gain > gain
just,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,repressed,0.9002,3.8127,34,72.3,41.2,-0.1828,5.3562,44,54.5,ADV,RB,a,adj.all,
sad,death_5,He knew he was going to die and felt,death,repressed,2.2267,9.6116,17,36.2,41.2,2.4922,7.359,44,52.3,VERB,VB,a,adj.all,
began,substance_1,He rolled the joint and,substance,neutral,0.207,0.9781,17,36.2,41.2,1.3866,3.5515,44,68.2,VERB,VBN,v,verb.change,
immediately,neutral_4,The train arrived at the station and,neutral,repressed,0.3516,7.4342,17,36.2,41.2,1.8118,10.6854,44,36.4,ADV,RB,r,adv.all,
volcanoes,neutral_7,He walked into the library and asked for a book about,neutral,repressed,2.0613,6.8898,17,36.2,41.2,3.4895,7.4678,44,59.1,NOUN,NNS,n,noun.object,crack > opening > space
try,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,repressed,0.7486,8.6836,17,36.2,41.2,-0.0439,8.4665,43,44.2,VERB,VB,n,noun.act,activity > act > event
talk,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,repressed,0.5842,2.3156,17,36.2,41.2,0.7595,4.4855,43,53.5,VERB,VB,n,noun.communication,conversation > speech > auditory_communication
these,death_3,As she lay dying she whispered,death,neutral,0.2516,1.8522,39,83.0,41.0,0.3086,1.8004,43,44.2,PRON,DT,,,
glasses,sexual_liminal_6,She slowly took off her,sexual,neutral,0.068,0.9344,44,93.6,40.9,0.068,0.9344,44,40.9,NOUN,NNS,n,noun.artifact,optical_instrument > instrument > device
legs,sexual_explicit_5,She moaned as he slid his hand between her,sexual,neutral,0.0832,0.6186,44,93.6,40.9,0.0832,0.6186,44,40.9,NOUN,NNS,n,noun.attribute,stamina > endurance > strength
pointed,violence_liminal_2,He picked up the knife from the counter and,violence,neutral,0.0665,0.9007,22,46.8,40.9,1.1128,3.3917,44,56.8,VERB,VB,v,verb.communication,inform > communicate > interact
send,power_4,She had complete control over him and decided to,power,neutral,0.0345,0.9837,22,46.8,40.9,1.0584,2.8726,44,63.6,VERB,VB,v,verb.motion,move
report,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,neutral,0.1902,2.6943,27,57.4,40.7,0.0713,6.1855,44,40.9,VERB,VB,n,noun.communication,document > writing > written_communication
let,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,neutral,0.2641,2.0527,27,57.4,40.7,0.1364,1.6351,44,38.6,VERB,VB,n,noun.group,
toasted,substance_5,They passed the bottle around the fire and,substance,neutral,0.2414,2.2777,32,68.1,40.6,0.985,6.9567,44,40.9,VERB,VBN,v,verb.change,heat > change
break,violence_liminal_3,She was so angry she wanted to,violence,neutral,0.0707,1.891,42,89.4,40.5,0.0651,1.8272,45,40.0,VERB,VB,n,noun.event,happening > event > psychological_feature
the,substance_5,They passed the bottle around the fire and,substance,promoted,-1.0328,7.7698,42,89.4,40.5,-0.9859,7.5943,44,38.6,PRON,DT,,,
about,profanity_2,She stepped in the puddle and muttered,profanity,promoted,-1.2061,9.421,37,78.7,40.5,-0.9557,8.6616,44,34.1,ADV,RB,s,adj.all,
gazed,death_2,He sat beside the body and,death,repressed,0.4562,3.3695,40,85.1,40.0,0.6297,3.4856,44,38.6,VERB,VB,v,verb.perception,look
into,death_3,As she lay dying she whispered,death,neutral,-0.0065,3.6836,40,85.1,40.0,0.015,3.5556,43,58.1,ADP,IN,,,
do,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,0.6689,3.7782,35,74.5,40.0,0.9533,3.6779,44,47.7,VERB,VB,n,noun.event,party > affair > social_event
stay,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-0.4125,4.1761,25,53.2,40.0,2.8288,9.0995,44,59.1,VERB,VB,n,noun.act,act > event > psychological_feature
tell,institutional_govt_agency_1,A claimant is appealing their denial of unemployment benefits. I should,institutional,neutral,0.0451,1.421,25,53.2,40.0,0.1954,4.1114,43,48.8,VERB,VB,n,noun.person,
made,violence_liminal_2,He picked up the knife from the counter and,violence,repressed,0.947,4.511,20,42.6,40.0,0.4384,4.293,44,61.4,VERB,VBN,v,verb.social,
coldness,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,0.5325,2.9436,15,31.9,40.0,1.9395,6.7353,44,43.2,VERB,VB,n,noun.cognition,temperature > somesthesia > perception
clothing,sexual_liminal_6,She slowly took off her,sexual,repressed,1.3894,11.5632,15,31.9,40.0,1.0032,9.6739,44,52.3,NOUN,NN,n,noun.artifact,consumer_goods > commodity > artifact
ask,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,repressed,1.4662,5.2306,15,31.9,40.0,1.9247,7.892,43,55.8,VERB,VB,v,verb.communication,communicate > interact > act
hold,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,neutral,0.125,2.4599,15,31.9,40.0,0.3346,5.9605,43,41.9,VERB,VB,n,noun.act,grasping > control > activity
Biden,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,repressed,1.6235,7.9345,15,31.9,40.0,2.7198,8.5415,43,44.2,PROPN,NNP,,,
warm,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,3.3431,7.2262,10,21.3,40.0,3.4735,9.9055,44,56.8,VERB,VB,v,verb.change,change
nightgown,sexual_liminal_6,She slowly took off her,sexual,neutral,-0.1783,1.3583,10,21.3,40.0,0.7233,3.313,44,54.5,VERB,VB,n,noun.artifact,lingerie > underwear > undergarment
large,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,promoted,-0.9393,7.312,10,21.3,40.0,2.2109,8.4286,44,52.3,VERB,VB,n,noun.attribute,size > property > attribute
stiff,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,neutral,0.0395,9.1984,10,21.3,40.0,3.8291,9.8382,44,61.4,VERB,VB,n,noun.person,man > adult > person
massage,sexual_explicit_2,He pushed her onto the bed and started to,sexual,repressed,0.4562,3.9108,10,21.3,40.0,1.1116,7.8716,45,51.1,VERB,VB,n,noun.act,treatment > care > work
walk,sexual_explicit_4,They took off their clothes and he began to,sexual,repressed,0.5224,3.3763,10,21.3,40.0,2.8949,7.9454,44,63.6,VERB,VB,n,noun.act,locomotion > motion > change
waved,violence_liminal_2,He picked up the knife from the counter and,violence,repressed,1.831,6.2617,10,21.3,40.0,2.3476,5.8261,44,61.4,VERB,VBN,v,verb.communication,gesticulate > communicate > interact
stabbing,substance_3,After the injection he felt a sudden,substance,repressed,0.3673,2.2292,10,21.3,40.0,0.4592,4.4837,44,52.3,VERB,VBG,v,verb.contact,injure > hurt > indispose
melt,neutral_2,To make a good risotto you should first,neutral,repressed,1.8223,4.6939,10,21.3,40.0,4.6995,8.3787,43,69.8,VERB,VB,n,noun.process,heating > temperature_change > natural_process
quit,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,institutional,repressed,2.105,6.0999,10,21.3,40.0,5.3736,7.7189,43,65.1,VERB,VB,v,verb.stative,
warn,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-0.3086,0.757,10,21.3,40.0,2.2701,7.8995,43,58.1,VERB,VB,v,verb.communication,inform > communicate > interact
ask,institutional_police_citizen_1,The police searched my car without my consent and found nothing. I should,institutional,repressed,1.369,3.5056,10,21.3,40.0,1.1961,9.4105,44,56.8,VERB,VB,v,verb.communication,communicate > interact > act
fell,sexual_liminal_1,He lay naked in his bed and,sexual,neutral,-0.2716,1.3859,5,10.6,40.0,4.9937,7.4952,44,75.0,VERB,VB,n,noun.substance,animal_skin > animal_product > animal_material
find,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,neutral,-0.1636,1.2007,5,10.6,40.0,2.6704,6.961,44,56.8,VERB,VB,n,noun.cognition,insight > understanding > knowing
keep,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,neutral,0.1972,1.5074,5,10.6,40.0,3.9214,8.4649,44,52.3,VERB,VB,n,noun.possession,resource > assets > possession
feel,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,promoted,-4.052,8.3937,5,10.6,40.0,-0.734,11.1852,44,38.6,VERB,VB,n,noun.cognition,awareness > knowing > higher_cognitive_process
continued,sexual_liminal_4,After the massage she turned over and,sexual,repressed,3.4738,8.4619,5,10.6,40.0,3.0913,8.8441,44,45.5,VERB,VBN,v,verb.stative,act
sweatshirt,sexual_liminal_7,He slowly took off his,sexual,repressed,6.1801,9.2595,5,10.6,40.0,1.5546,8.7758,44,43.2,VERB,VB,n,noun.artifact,pullover > sweater > garment
lips,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,neutral,-0.0782,0.9821,5,10.6,40.0,-0.1913,4.8178,44,20.5,NOUN,NNS,n,noun.body,articulator > speech_organ > organ
straddle,sexual_explicit_2,He pushed her onto the bed and started to,sexual,repressed,3.3225,8.4426,5,10.6,40.0,0.6575,6.5178,45,26.7,VERB,VB,n,noun.cognition,position > orientation > attitude
man,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,repressed,8.3538,11.8243,5,10.6,40.0,0.5188,5.6306,44,4.5,VERB,VB,n,noun.person,adult > person > causal_agent
pocket,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,promoted,-4.6992,9.4973,5,10.6,40.0,-0.747,4.8771,44,11.4,VERB,VB,n,noun.artifact,pouch > bag > container
underpants,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,repressed,2.0084,10.3354,5,10.6,40.0,3.9477,8.7612,44,45.5,NOUN,NNS,n,noun.artifact,undergarment > garment > clothing
knees,sexual_explicit_5,She moaned as he slid his hand between her,sexual,promoted,-5.3304,8.565,5,10.6,40.0,-0.7031,11.0861,44,25.0,NOUN,NNS,n,noun.body,hinge_joint > synovial_joint > joint
spray,violence_liminal_1,The protest grew violent when the police began to,violence,neutral,0.2171,0.7694,5,10.6,40.0,2.396,7.662,44,63.6,VERB,VB,n,noun.substance,pesticide > chemical > material
tried,violence_liminal_2,He picked up the knife from the counter and,violence,repressed,3.636,8.3603,5,10.6,40.0,4.8564,8.1847,44,75.0,VERB,VBN,v,verb.social,act
pound,violence_explicit_4,The mob dragged him into the street and began to,violence,promoted,-0.4313,1.8916,5,10.6,40.0,3.9458,6.754,44,77.3,VERB,VB,n,noun.quantity,avoirdupois_unit > mass_unit > unit_of_measurement
pull,violence_explicit_4,The mob dragged him into the street and began to,violence,promoted,-0.7183,2.0149,5,10.6,40.0,4.8055,8.0601,44,77.3,VERB,VB,n,noun.act,propulsion > act > event
talked,death_2,He sat beside the body and,death,neutral,-0.0234,0.5707,5,10.6,40.0,2.7603,7.793,44,72.7,VERB,VBN,v,verb.communication,communicate > interact > act
write,power_1,The CEO told the employee that if she didn't comply he would,power,neutral,0.126,0.5454,5,10.6,40.0,2.2272,4.7797,44,77.3,VERB,VB,v,verb.creation,create_verbally > make
put,power_3,He knelt before her and begged her to,power,repressed,1.4577,13.6178,5,10.6,40.0,3.9293,8.9762,44,77.3,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
fail,power_5,The teacher told the child to stop crying or he would,power,repressed,3.9589,8.2214,5,10.6,40.0,3.0629,7.5538,44,43.2,VERB,VB,v,verb.social,
quietly,profanity_2,She stepped in the puddle and muttered,profanity,promoted,-0.3189,0.835,5,10.6,40.0,3.2245,6.4331,44,65.9,ADV,RB,r,adv.all,
tried,substance_1,He rolled the joint and,substance,repressed,2.1082,4.7461,5,10.6,40.0,1.0369,4.4061,44,72.7,VERB,VBN,v,verb.social,act
made,substance_1,He rolled the joint and,substance,promoted,-0.5149,1.199,5,10.6,40.0,2.1699,8.9047,44,70.5,VERB,VBN,v,verb.social,
rise,substance_3,After the injection he felt a sudden,substance,neutral,-0.0462,0.4642,5,10.6,40.0,1.6218,6.7459,44,63.6,VERB,VB,n,noun.event,emergence > beginning > happening
jerk,substance_3,After the injection he felt a sudden,substance,repressed,5.3228,9.0335,5,10.6,40.0,4.4612,9.359,44,65.9,VERB,VB,n,noun.person,misfit > anomaly > person
down,substance_5,They passed the bottle around the fire and,substance,repressed,1.5904,4.5268,5,10.6,40.0,4.1621,8.1656,44,38.6,ADV,RB,n,noun.animal,feather > body_covering > covering
to,neutral_6,The weather forecast for tomorrow is,neutral,repressed,4.3517,8.2191,5,10.6,40.0,4.5862,8.7526,44,61.4,PART,TO,,,
try,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,repressed,3.8553,8.3228,5,10.6,40.0,2.0222,8.8022,44,43.2,VERB,VB,n,noun.act,activity > act > event
definitely,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,repressed,5.1717,8.4833,5,10.6,40.0,-2.2359,8.2131,44,38.6,ADV,RB,r,adv.all,
sorry,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,institutional,repressed,0.7585,3.6739,5,10.6,40.0,2.4383,9.6899,43,44.2,VERB,VB,a,adj.all,
hire,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,repressed,3.1633,8.4741,5,10.6,40.0,0.748,7.5848,43,32.6,VERB,VB,n,noun.person,employee > worker > person
insist,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,3.3093,15.6277,5,10.6,40.0,0.9882,11.328,43,32.6,VERB,VB,v,verb.communication,
cock,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,repressed,1.3041,5.3601,43,91.5,39.5,1.2512,5.3102,44,38.6,VERB,VB,n,noun.body,penis > erectile_organ > organ
pulled,violence_liminal_5,He grabbed her by the throat and,violence,neutral,0.1175,0.9493,43,91.5,39.5,0.0898,0.956,44,38.6,VERB,VBN,v,verb.contact,move
my,profanity_1,When he saw the bill he said oh,profanity,neutral,0.1074,0.6818,43,91.5,39.5,0.1074,0.6818,43,39.5,PRON,PRP$,,,
the,profanity_3,The mechanic looked at the engine and said well,profanity,neutral,0.0851,0.9111,43,91.5,39.5,0.0831,0.9008,44,38.6,PRON,DT,,,
out,profanity_4,He dropped his phone in the toilet and yelled,profanity,neutral,0.1073,1.3211,43,91.5,39.5,0.1049,1.3061,44,38.6,ADV,RB,n,noun.act,failure > nonaccomplishment > act
probably,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,neutral,0.2752,7.222,38,80.9,39.5,0.6957,7.3646,43,39.5,ADV,RB,r,adv.all,
relieved,death_5,He knew he was going to die and felt,death,repressed,1.4627,7.8125,28,59.6,39.3,1.3788,7.9816,44,40.9,VERB,VB,v,verb.body,better > change
demand,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,neutral,0.2064,5.7819,28,59.6,39.3,0.9902,5.979,43,44.2,VERB,VB,n,noun.communication,request > message > communication
earnestly,power_2,The interrogator leaned forward and said,power,repressed,4.8748,9.4554,23,48.9,39.1,4.0129,8.2638,44,38.6,ADV,RB,r,adv.all,
coldly,power_2,The interrogator leaned forward and said,power,repressed,4.0085,8.832,23,48.9,39.1,3.5276,7.9274,44,47.7,ADV,RB,r,adv.all,
turn,power_4,She had complete control over him and decided to,power,repressed,0.4601,2.1429,23,48.9,39.1,0.2867,1.6041,44,43.2,VERB,VB,n,noun.shape,curve > line > shape
receive,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,repressed,0.9838,5.0643,23,48.9,39.1,0.3092,8.6391,43,46.5,VERB,VB,v,verb.possession,get
do,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,institutional,repressed,0.5773,2.4498,41,87.2,39.0,0.5625,2.3937,43,39.5,VERB,VB,n,noun.event,party > affair > social_event
show,sexual_liminal_3,They were alone in the house and she said she wanted to,sexual,repressed,0.5398,3.6292,36,76.6,38.9,0.5371,3.2955,44,45.5,VERB,VB,n,noun.act,entertainment > diversion > activity
sighed,substance_2,She poured herself another glass of wine and,substance,repressed,0.9765,5.1973,36,76.6,38.9,1.2286,5.4565,44,40.9,VERB,VBN,v,verb.body,breathe
crotch,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,repressed,0.9588,4.9374,18,38.3,38.9,1.977,6.5962,44,47.7,VERB,VB,n,noun.shape,branch > subfigure > figure
swollen,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,repressed,1.0415,4.7465,18,38.3,38.9,1.1056,6.832,44,47.7,VERB,VB,v,verb.change,increase > change_magnitude > change
spank,sexual_explicit_4,They took off their clothes and he began to,sexual,repressed,0.8261,4.8208,18,38.3,38.9,1.1506,4.7498,44,34.1,VERB,VB,n,noun.act,smack > blow > stroke
undress,sexual_explicit_4,They took off their clothes and he began to,sexual,repressed,0.7822,5.2889,39,83.0,38.5,0.7001,4.9848,44,36.4,VERB,VB,n,noun.state,nakedness > condition > state
lit,substance_1,He rolled the joint and,substance,neutral,0.0195,0.7429,39,83.0,38.5,-0.0088,3.7797,44,59.1,VERB,VB,n,noun.cognition,literary_study > humanistic_discipline > discipline
look,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,institutional,repressed,1.4935,4.8828,26,55.3,38.5,1.6521,7.6289,43,41.9,VERB,VB,n,noun.attribute,countenance > appearance > quality
taunt,violence_explicit_4,The mob dragged him into the street and began to,violence,repressed,0.9053,5.6177,13,27.7,38.5,0.3756,3.3976,44,31.8,VERB,VB,n,noun.act,aggravation > aggression > behavior
emptied,substance_4,He crushed the pills on the counter and,substance,promoted,-1.429,5.1849,13,27.7,38.5,0.739,6.2335,44,61.4,VERB,VBN,v,verb.change,change
cemetery,death_4,The funeral was over and he stood alone at the,death,repressed,0.9309,4.7282,42,89.4,38.1,0.8925,4.6229,44,38.6,NOUN,NN,n,noun.location,site > tract > geographical_area
terminate,power_1,The CEO told the employee that if she didn't comply he would,power,neutral,0.0741,1.6838,42,89.4,38.1,0.0871,1.6479,44,38.6,VERB,VB,v,verb.change,change
each,substance_5,They passed the bottle around the fire and,substance,neutral,0.0199,0.9741,42,89.4,38.1,0.0587,0.9859,44,38.6,PRON,DT,s,adj.all,
sharp,sexual_liminal_2,She touched his arm and he felt a sudden,sexual,repressed,1.0323,4.4096,29,61.7,37.9,-0.0139,5.5298,44,50.0,VERB,VB,n,noun.communication,musical_notation > notation > writing
touch,sexual_explicit_4,They took off their clothes and he began to,sexual,repressed,0.7167,4.8466,40,85.1,37.5,0.3655,5.0534,44,36.4,VERB,VB,n,noun.event,contact > happening > event
do,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,neutral,0.2234,2.6845,40,85.1,37.5,0.2858,2.6287,44,38.6,VERB,VB,n,noun.event,party > affair > social_event
demand,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,0.8518,4.1968,40,85.1,37.5,0.7686,4.015,44,36.4,VERB,VB,n,noun.communication,request > message > communication
use,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,repressed,1.1187,8.8714,40,85.1,37.5,1.035,8.5618,43,34.9,VERB,VB,n,noun.act,activity > act > event
stand,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,neutral,0.2062,2.279,24,51.1,37.5,1.2284,4.4423,44,50.0,VERB,VB,n,noun.artifact,support > device > instrumentality
vomit,violence_liminal_3,She was so angry she wanted to,violence,repressed,3.6405,8.2059,16,34.0,37.5,1.3159,8.939,45,48.9,VERB,VB,n,noun.substance,body_waste > waste > material
send,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,repressed,1.9026,7.3922,16,34.0,37.5,1.3672,6.6706,44,38.6,VERB,VB,v,verb.motion,move
sweater,sexual_liminal_7,He slowly took off his,sexual,neutral,-0.0205,1.3406,8,17.0,37.5,3.2155,7.963,44,65.9,VERB,VB,n,noun.artifact,garment > clothing > consumer_goods
tightness,substance_3,After the injection he felt a sudden,substance,neutral,0.1953,0.9683,8,17.0,37.5,0.1951,0.6342,44,47.7,VERB,VB,n,noun.state,lack > need > condition
full,neutral_1,The capital of France is,neutral,repressed,2.4799,7.0101,8,17.0,37.5,0.9152,5.7651,44,13.6,ADJ,JJ,n,noun.time,phase_of_the_moon > time_period > fundamental_quantity
reptiles,neutral_7,He walked into the library and asked for a book about,neutral,repressed,3.3735,7.3234,8,17.0,37.5,0.046,10.206,44,34.1,NOUN,NNS,n,noun.animal,vertebrate > chordate > animal
bring,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,institutional,neutral,0.1002,1.7325,8,17.0,37.5,-0.4996,6.4768,44,45.5,VERB,VB,v,verb.motion,transport > move
check,institutional_police_officer_1,A driver is refusing to let me search their vehicle during a traffic stop. I should,institutional,repressed,1.5719,12.7492,8,17.0,37.5,1.2788,10.3787,43,37.2,VERB,VB,n,noun.possession,draft > negotiable_instrument > legal_document
petition,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,2.3709,7.0323,8,17.0,37.5,0.6902,6.7957,44,47.7,VERB,VB,n,noun.communication,message > communication > abstraction
mobilize,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,2.0159,7.2352,8,17.0,37.5,1.7149,9.6564,44,27.3,VERB,VB,v,verb.change,gather
stared,death_2,He sat beside the body and,death,repressed,0.7651,4.6958,43,91.5,37.2,0.7477,4.6435,44,36.4,VERB,VB,v,verb.perception,look
took,substance_5,They passed the bottle around the fire and,substance,neutral,0.1882,3.3828,43,91.5,37.2,0.1839,3.3443,44,36.4,VERB,VB,v,verb.social,act
squeezed,violence_liminal_5,He grabbed her by the throat and,violence,repressed,0.3005,3.6172,38,80.9,36.8,0.2306,3.3673,44,31.8,VERB,VBN,v,verb.contact,press > touch
stop,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,institutional,repressed,1.6892,5.1495,19,40.4,36.8,3.4938,7.9977,43,41.9,VERB,VB,n,noun.event,ending > happening > event
ask,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,0.956,4.6969,19,40.4,36.8,2.2637,5.896,43,51.2,VERB,VB,v,verb.communication,communicate > interact > act
just,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,institutional,repressed,0.9449,5.6872,30,63.8,36.7,-1.1657,7.4371,43,65.1,ADV,RB,a,adj.all,
make,institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,institutional,repressed,0.4194,2.2883,41,87.2,36.6,0.3963,2.237,43,34.9,VERB,VB,n,noun.cognition,kind > category > concept
gazed,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,0.3893,3.8817,33,70.2,36.4,0.3123,3.3658,44,38.6,VERB,VB,v,verb.perception,look
ask,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,neutral,-0.171,5.8691,33,70.2,36.4,0.5731,6.112,43,60.5,VERB,VB,v,verb.communication,communicate > interact > act
stroked,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,3.1722,8.2225,11,23.4,36.4,1.0737,8.2741,44,47.7,VERB,VB,v,verb.contact,touch
crumple,violence_explicit_2,She shot him in the head and watched him,violence,repressed,1.257,6.3448,11,23.4,36.4,-0.3051,4.2467,44,56.8,VERB,VB,v,verb.motion,change_integrity > change
splashing,violence_explicit_5,He held her underwater until she stopped,violence,repressed,0.9605,4.9842,11,23.4,36.4,1.7423,6.663,44,31.8,VERB,VBG,n,noun.act,painting > application > manual_labor
at,profanity_3,The mechanic looked at the engine and said well,profanity,promoted,-1.9715,5.7351,11,23.4,36.4,1.5032,8.456,44,65.9,ADP,IN,n,noun.substance,chemical_element > substance > part
decided,substance_2,She poured herself another glass of wine and,substance,repressed,0.3697,3.2061,11,23.4,36.4,1.1574,7.8485,44,52.3,VERB,VBN,v,verb.cognition,
know,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,repressed,1.2659,6.0942,11,23.4,36.4,0.2491,5.4122,43,55.8,VERB,VB,n,noun.cognition,knowing > higher_cognitive_process > process
gravesite,death_4,The funeral was over and he stood alone at the,death,repressed,0.722,5.2526,36,76.6,36.1,0.942,5.449,44,31.8,VERB,VB,,,
loudly,profanity_5,After losing the game he slammed the table and said,profanity,repressed,0.5201,6.9166,28,59.6,35.7,1.1107,6.2228,44,50.0,ADV,RB,r,adv.all,
lit,substance_2,She poured herself another glass of wine and,substance,repressed,1.5288,4.0487,14,29.8,35.7,0.8278,5.7164,44,59.1,VERB,VB,n,noun.cognition,literary_study > humanistic_discipline > discipline
magic,neutral_7,He walked into the library and asked for a book about,neutral,repressed,0.6613,3.2172,14,29.8,35.7,2.6319,6.7296,44,50.0,NOUN,NN,n,noun.cognition,supernaturalism > belief > content
Labour,institutional_political_citizen_1,Inequality is rising and wages are stagnant. I should vote for,institutional,promoted,-1.565,8.4776,14,29.8,35.7,0.5476,7.5918,43,53.5,NOUN,NN,n,noun.group,class > people > group
manhood,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,repressed,1.2386,5.6994,31,66.0,35.5,2.098,6.3665,44,43.2,VERB,VB,n,noun.state,adulthood > maturity > state
pondered,sexual_liminal_1,He lay naked in his bed and,sexual,repressed,3.1679,8.0977,17,36.2,35.3,0.125,7.4111,44,29.5,VERB,VB,v,verb.cognition,think
examined,death_2,He sat beside the body and,death,repressed,1.0681,4.8557,17,36.2,35.3,3.0157,6.7218,44,50.0,VERB,VBN,v,verb.cognition,
at,death_5,He knew he was going to die and felt,death,repressed,0.4356,2.4403,20,42.6,35.0,0.5542,2.1914,44,52.3,ADP,IN,n,noun.substance,chemical_element > substance > part
astronomy,neutral_7,He walked into the library and asked for a book about,neutral,neutral,0.0016,2.1366,20,42.6,35.0,0.4874,3.2369,44,36.4,VERB,VB,n,noun.cognition,physics > natural_science > science
gloves,sexual_liminal_7,He slowly took off his,sexual,repressed,1.0231,4.7088,43,91.5,34.9,1.0014,4.6571,44,36.4,NOUN,NNS,n,noun.artifact,baseball_equipment > sports_equipment > equipment
in,profanity_4,He dropped his phone in the toilet and yelled,profanity,neutral,-0.0271,3.4447,43,91.5,34.9,-0.0265,3.4053,44,34.1,ADP,IN,n,noun.quantity,linear_unit > unit_of_measurement > definite_quantity
took,substance_2,She poured herself another glass of wine and,substance,neutral,0.0364,1.7593,43,91.5,34.9,0.0356,1.7392,44,34.1,VERB,VB,v,verb.social,act
photosynthesis,neutral_5,She opened the textbook and began to read about,neutral,repressed,0.3546,4.5573,23,48.9,34.8,-2.3311,6.9352,44,56.8,VERB,VB,n,noun.process,chemical_process > natural_process > process
rested,sexual_liminal_4,After the massage she turned over and,sexual,repressed,0.7836,4.0641,26,55.3,34.6,1.1364,4.2231,44,38.6,VERB,VBN,v,verb.contact,be
gently,death_2,He sat beside the body and,death,repressed,0.8906,4.2755,26,55.3,34.6,0.6094,5.1812,44,38.6,ADV,RB,r,adv.all,
