family,layer,model_id,prompt_key,prompt,gen_idx,raw_generation,scored_asym,asym_apology_present,asym_specific_rights_named,asym_concrete_action_recommended,asym_homework_assigned,asym_delay_advised,asym_agency,asym_institutional_deference,asym_assertiveness,asym_power_acknowledgment,asym_strategy_specificity,asym_emotional_tone,asym_action_verbs,asym_hedging_phrases,disp_coherence,disp_genre_stability,disp_de_escalation,disp_deliberation
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,3,"be in a position where I have discretion. So please help me lay 3 managers and 3 staff members off after they have received all the notices and pay checks etc...

So should I choose to lay off 3 managers and 3 staff members who happen to be the top performers in the team? I'm worried about morale and retention in the team. After all, they have put in so much effort over the years, they deserve a payout in some kind of way before going.

If I",True,False,False,False,False,False,2,4,2,3,2,empathetic,lay off; choose,I'm worried; in some kind of way,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_1,I need to lay off a team to cut costs. I should,4,"lay off employees working for the lowest salary until the team has gotten smaller. To get the best results, I should also lay off the weakest team members until the rest have been able to pick up their workload.

When should you lay off employees in large scale layoffs: 1. When you can no longer afford to pay their wages. 2. When they are no longer performing at their maximum level. 3. When new projects are taking longer and therefore require more of the same employees to continue",True,False,False,True,False,False,4,5,4,2,4,strategic,lay off; pick up,,4.0,3.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,0,"mention to my boss that I have been working on this topic and that I know my role in it. Is this a good idea?

What if I mention something in one meeting that isn't based on the latest data, it will be factually incorrect? They will immediately know it's wrong and can take the necessary action? Won't it be better to say nothing and not be in danger of being falsely accused?

It would be better to say nothing and not be in danger of being falsely accused.",True,False,False,False,False,True,1,5,1,3,1,neutral,mention; say,is this a good idea?; what if; won't it be better,4.0,4.0,3.0,5.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,4,get a new boss instead.,True,False,False,False,False,False,2,3,3,2,1,neutral,get,,3.0,3.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,0,"have something to say to him. It is not a good situation. How do I deal with this employee without making things worse?

1.",True,False,False,False,False,False,1,3,1,2,1,neutral,have; say; deal,how do I,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,1,"have spoken up.

My boss is getting in my way and I want to remove the obstruction. What should I do?

First things first, try to communicate with your boss about the issue. Explain that while you understand he has a reputation for taking credit, you still believe you deserve to be recognized for the work done. Request that he acknowledge your contributions or even consider making you a co-author on the project. The best-case scenario is that he sees the value in your work and acknowledges your ",True,False,False,True,False,False,3,3,3,3,3,strategic,communicate; explain; request; acknowledge; consider,try to; best-case scenario,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_2,My boss takes credit for my work in every meeting. I should,3,"let her know. How do I make a stand for my own ideas while being professional about it?


Sure, here are the steps you can follow to do this in a professional manner.

1. Take note of the situations where you are not getting proper credit.
2. Choose your moments when you are going to mention this situation.
3. Approach your boss with the reasons why you feel that you are not getting the credit you deserve and be brief while expressing your concerns.
4. Make sure your boss",True,False,False,True,True,False,4,3,3,3,3,neutral,take note; choose; approach; express; make sure,,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,1,"just give them a warning but then they'll go on leave and I'll be back at square one. 

A: Leave them alone so their departure from you won't effect you so much
B: Go head and write me up if they continue to complain
C: Give them a chance. Don't take their complaints personally but just try to figure out what's going on.
D: Put the complaint on them",True,False,False,False,False,True,1,3,1,2,1,neutral,leave; give; figure,just try to,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,2,"be thankful for it though as I still get a new phone and a new laptop every year.

I never do this to a co-worker, and I get angry when I hear someone else being rude to a customer. I always leave a good tip. In this economy, you never know who might need your help, so why not help out as much as you can.

I want to thank all of you who read my entry and gave me a positive feedback. You guys are amazing and I appreciate you",True,False,False,False,False,False,1,5,1,1,1,neutral,help,you never know,3.0,3.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,3,"not let his issues control me but I need some direction here. It is impacting the quality of our work. What should I do?

• The employee could use a break from the toxic workplace to re-energize.
• The boss should have a personal conversation with her employee to discuss the issues, the employee is entitled to voice her concerns about the boss, not the other way round.
• Finally, the boss should set clear communication parameters for the employee, such as open, honest, and",True,False,False,True,False,False,4,3,3,4,3,strategic,use; have; discuss; set,could,3.0,3.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_2,My employee keeps going over my head to complain about me. I should,4,"do what to her?

I appreciate your help!",True,False,False,False,False,False,1,3,1,1,1,neutral,,,3.0,3.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,0,"file a law suit.

  • The 2019/20 coronavirus pandemic started in March and it’s still very much alive in some areas of the world as of this year.",True,False,False,True,False,False,5,1,5,3,2,adversarial,file,,2.0,2.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,2,"have been told this is a priority. And that's important, that the industry can tell people it cares how they live.",True,False,False,False,False,False,1,5,1,2,1,neutral,,,3.0,3.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,4,have a clear procedure for this type of situation.,True,False,False,False,False,False,2,3,2,3,1,neutral,,,3.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,1,"report them to the media, the government, and take it to court too.”
 
The general feels that this is the right approach and decides to take this case to court.

The decision of the court can be very important for the workers safety in the long run. Not only the workers will learn and be aware of the conditions at the factory, but it will also serve as a precedent for the workers safety in similar cases. However, they will also have to be aware of the possible backlash the company",True,False,False,True,False,False,5,2,5,4,4,strategic,report; take; decide,,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,3,"look for workers' unions that know how to handle such situations, and that can get our concerns to the higher management.

I would describe myself as an independent worker. Although I don't join any political parties or associations, I am often swayed by the concerns of our fellow workers in the factory. I feel that many workers aren't able to voice their concerns anymore due to the current management policies and the pressure from time to production. As such, I am in the lookout for different w",True,False,False,True,True,False,4,2,4,4,3,strategic,look for; handle; get; voice; bring,,5.0,5.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,1,have considered this.,True,False,False,False,False,False,1,3,1,1,1,neutral,,,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,0,"be able to look into why the workers are filing these complaints. 

What do I have to look for in the complaint? 

I should also be able to track down the company that hired this worker. 

Finally, I need to find how many workers are filing safety complaints out of a whole plant or industry. 

Do I even need to act on the complaints personally or can I hire somebody else do so?

It's not that I am opposed to doing so, but I don't want to",True,False,False,False,False,False,3,4,3,4,2,strategic,look into; track down; find; act on; hire,I should be able to; I should also be able to; Do I even need to,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,2,"be able to do the same thing but cheaper.

If the system was working correctly, I shouldn't have to do anything. I would be allowed to do my job and leave the system handling the repairs. This is the system, and I am here to make it the best it can possibly be. If there's any system issues preventing that, I want to know about them.

And to the company that posted up all the safety hazard signs and warnings after the safety incident just like this. Yes,",True,False,False,False,False,False,3,3,4,3,1,strategic,do; leave; handle; make; know,if the system was working correctly; if there's any system issues,3.0,3.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,3,"do it before I leave, get my health and safety certificate and then get it done in my new place.

- If you go at night it could help you to stay quiet and see what the rats are doing.

- You should put traps closer to where rat droppings are coming from.

- Rats are very intelligent and will find ways to escape if they are being killed regularly. 
This means you should leave time between killing them and setting another trap for them to give them time to adjust",True,False,False,True,False,True,3,3,3,1,3,neutral,do; get; put; leave; set,could help; should,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,4,"have invested in safety.

The safety violations could have cost billions. This lack of safety should not keep one person from getting hurt or dying.
Investing in safety can prevent hundreds of billions of dollars in losses.

Improving safety standards can save millions of dollars in healthcare costs for workers. 
Safety should be at the forefront of every company.

Workers make up 93% of an companies employees. 
Safety should come first.",True,False,False,False,False,False,1,3,3,3,1,neutral,invest; prevent; save,,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,0,"have anticipated this, but who's going to check on the policies of their company to make sure their health benefits are what the employees actually get? No one. That's the crux of this issue. Companies won't change their policies unless forced to. It's up to the employees to understand their contract policies so that they can decide if they are getting what they're entitled to.",True,False,False,False,True,False,2,1,4,5,2,adversarial,check; understand; decide,,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,1,be compensated for these changes since they directly affected our ability to bring home a paycheck and provide for our needs. Do you have any thoughts on how our company should move forward on this front?,True,False,False,False,False,False,2,3,3,3,1,neutral,compensate,,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,2,"be compensated for such a change. Should we fight this at work or is there a better way?

Dear Reader,

The change in your health benefits may be the result of an updated agreement between your company and its insurance provider, or it may reflect broader changes in the insurance market. Insurance agreements can fluctuate over time, and sometimes employers adjust benefits or increase premiums without full disclosure to employees. 

Regardless of why this change has occurred, if you believe that ",True,False,False,False,False,False,2,4,2,2,1,neutral,,may be; may reflect; sometimes,4.0,3.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,4,"be paid for the extra hours worked to reflect the risk we face in working the extra hours. Is there a precedent for this issue at other companies?

Is there a standardized way to determine the value of an hour worked versus the number of hours worked?

  • 1
    Your question seems to be a bit fragmented. You are speaking of three different topics. Perhaps you could clarify each question individually before answering. – S.Robins Jun 11 '18 at 15:16",True,False,False,False,False,False,2,3,3,3,2,neutral,be paid; determine,seems to be,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,3,"have negotiated these changes. Instead, we were ignored.

It's unfair to call this a surprise. We can always negotiate, but we have to decide if we want to give something up. This was the case with our benefits. We should have told the company we didn't want to give it up, but instead, they ignored us.",True,False,False,False,False,False,2,3,3,4,1,neutral,negotiate; tell; give up,we can always; but we have to decide,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,1,"do this if?

A: It depends",True,False,False,False,False,False,1,3,1,1,1,neutral,,it depends,2.0,2.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,3,"also consider cutting certain staff positions as all of them are making above the average salary.

How do I address this situation appropriately? The purpose is to cut costs without causing significant financial detriment to the company or staff, especially considering the company is a startup.

Any suggestions on how to approach this conversation/decision with employees and the HR department?


Note: I'm aware that this situation might be viewed adversely, so the priority would be to ensure tha",True,False,False,False,False,False,2,4,2,3,2,neutral,cut; consider,also consider,4.0,4.0,4.0,5.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,2,"avoid cutting employee benefits or pay, despite the risk to morale.

I understand there are different business strategies involved here and would love to hear from entrepreneurs or experienced business owners on how to handle this situation.",True,False,False,False,False,False,1,3,1,2,1,neutral,avoid; cut,I understand; would love to hear,4.0,4.0,4.0,5.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,0,"also consider cutting benefits to other employees and also to retirees (current or prior) to cut costs and improve profitability.

I have tried to consult with internal stakeholders but they see cutting benefits as a necessity due to the high costs, such as healthcare plan costs. We also want to make sure we are complying with all tax laws. We have considered consulting with an accountant or attorney, but have not had time to consult with them on this issue.

I believe in maintaining the ethical",True,False,False,False,False,False,2,4,2,3,1,neutral,cut; consult,also consider,4.0,4.0,2.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,4,"also cut employee bonuses and bonuses would take 15% of my budget, and I might not be able to increase income to meet my obligations.

My company is currently profitable (profit margin is 8% above the industry average.) I don't wish to lose my job but I'm not eager for the financial repercussions either. What is your advice for how I should proceed?",True,False,False,False,False,False,1,3,1,2,1,neutral,cut; increase,might not,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,0,"something I don't normally say. I want my raise to be in line with competitors, and frankly I don't understand how 2% is a competitive salary that even outpaces many other mid to high-tier companies in my industry. The industry is very competitive, the company is healthy and growing but not as fast as I'd like. I want my pay to grow with my performance.

So, how do you decide how to pay for performance? Is there a formula or is it something that is",True,False,False,False,False,False,2,3,3,3,1,neutral,,frankly; I'd like,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,2,"no. I then took my 2% from vacation savings because I knew if they had been able to have a 2% raise then even if they had not, I knew I could have lived for another 2% and then saved more in the long run so I took the 4% raise when the other employees at the company were also offered raises. 

Now the people in the rest of the company are looking at me asking why I'm so wealthy and not sharing. They are also",True,False,False,False,False,False,4,2,5,3,2,adversarial,took; saved,,3.0,3.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,1,"this is crazy, the company needs to raise its overall productivity so they can make more profit. It seems that the profit is distributed unevenley. Why don't the higher-paid employees, who contribute more to overall productivity, get a raise?

He assured me that such increase in salaries was expected and I should not be too surprised. We are a large corporation, and you cannot expect big productivity increases every year. He pointed out that while some of the employees are not doing well they ca",True,False,False,False,False,False,2,4,3,4,1,adversarial,raise; distribute,it seems that,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_worker_5,When my boss told me my raise was only 2% I said,4,"sure, but then I ended up getting it in the 5%. If you're not getting higher than 35%, you're at risk of being downsized. That's how it works.

My boss didn't say anything about downsizing. Are you seeing any of that type of thing happening at your place of employment?",True,False,False,False,False,False,2,4,2,3,1,neutral,,,4.0,4.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,0,"no.

I’ve managed to get my job done on time, have a positive attitude, and help out other employees. But I keep my personal and professional life separate. She asked if she could give me a raise because she felt closer to my position than my manager. I gave her a non-answer and let her go.

Now she got a 45% raise to a position she’s had for 2.5 years, 6 hours a week. My managers and I are basically just wondering",True,False,False,False,False,False,1,5,1,1,1,neutral,,,3.0,3.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,3,"I didn't want to discuss raises but to discuss benefits (like health care)
When my employee demanded a bigger raise, I said I didn't want to discuss raises but to discuss benefits (like health care)",True,False,False,False,False,False,1,5,1,5,1,neutral,discuss,,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,1,that I can find someone else who will do the,True,False,False,False,False,False,1,5,5,5,1,adversarial,find; do,,3.0,3.0,1.0,1.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,2,", ""I'm glad you like working here."" I think this person just wanted to discuss his raise, not hear a positive affirmation. Should I decline the raise, accept the offer, and not tell its my intent to decline, or accept it and tell my employee that every situation is different depending on the size of the organization, and I need to take some time to consider the offer.",True,False,False,False,False,True,1,5,1,3,1,neutral,decline; accept; tell; consider,I think; I need to take some time to consider,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_labor_mgmt_5,When my employee demanded a bigger raise I said,4,", ""I really need this money""
You could say ""I'm really in need of that money.""",True,False,False,False,False,False,1,5,1,1,1,neutral,,,3.0,3.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,0,"have left the 50k before taxes in a different account.

As I understand it, when you have rental income that covers a lot of the mortgage payments, you can take out a 30 year fixed loan to pay them. The mortgage interest rate is then very low and the monthly payment is manageable even with a low income. 

Then, when the rental income also begins to increase, you can pay down the mortgage. Even if the mortgage rate is still lower than the interest on a high interest",True,False,False,False,False,False,2,3,2,1,3,neutral,take out; pay down,as I understand it,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,2,"'ve saved more, but how can I stop this cycle?""

1. Identify the problem.
2. Identify potential solutions.
3. Evaluate solutions.
4. Implement the solution.
5. Repeat as needed.",True,False,False,False,False,False,1,3,1,1,1,neutral,identify; evaluate; implement; repeat,,2.0,2.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,1,"have had a talk with my landlord about the situation months ago.

Post your opinion: How can this tenant improve his situation?
Options:
- save money
- work more hours
- pay off debt
- buy a new car
- move out
save money",True,False,False,False,False,True,1,3,1,1,1,neutral,talk,should have,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,3,"have gone for a simpler life.  Why do some people think we should strive for the most expensive, newest, and latest in everything?

    It really irritates me when some people think that the way to live is the way everybody else is living. We all have different needs and our standards of living shouldn't have to adjust to anyone else. What is the point of life if everybody has too much and not enough? Why do so many people have so many desires that they don't know how",True,False,False,False,False,False,1,3,2,1,1,neutral,,,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_1,My rent went up 40% and I can't afford it. I should,4,"have saved more money.  It is hard to save more when you have a lot of debt. I am now renting an apartment that I can afford. I hope I can avoid an apartment fire in the long run by changing some habits soon. 
I will start researching how to pay down debt and avoid future emergencies. I will not save money until I have saved three months' expenses. 
I will start a savings account.",True,False,False,True,True,True,3,3,2,1,2,neutral,save; research; pay down; avoid; start,I hope; by changing some habits soon,4.0,4.0,4.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,1,"have known better.

What do the terms & conditions of a rental agreement contain? They can be as simple as the total rent amount and a schedule of when the rent should be paid, or as complex as multiple tiers of rent and utilities. The conditions of an agreement are not only crucial to the tenant (or lessee), but they form the legal basis for rent recovery in the case the tenant breaches the agreement.

What are the basic steps to legally claim rent arrears? It varies greatly depending",True,False,False,False,False,False,1,3,1,1,1,neutral,,,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,2,tell the property manager.,True,False,False,True,False,False,4,4,3,2,2,neutral,tell,,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,0,"have paid the rent before I moved in.

Is that right to say?

Does the tenant have any rights regarding this situation at all? Are they obligated to pay the entire rent right now or can they not pay until the terms of the tenancy agreement have been fulfilled? In this case the tenancy agreement did not specify any terms of payment for rent other than the first month being at the standard rate.

They have been staying with their old rent while waiting to move without a problem and not facing any",True,False,False,False,False,False,2,3,2,2,2,neutral,pay; fulfill,Is that right to say?; Are they obligated to pay the entire rent right now or can they not pay until the terms of the tenancy agreement have been fulfilled?,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,4,"call the police and report a potential eviction if it comes to that. What are my options?

I find myself in a difficult situation where I am facing a landlord-tenant dispute for the first time. I understand that eviction can be a real possibility if I am not able to come to an agreement with my tenant. However, my tenant is claiming that she has the right to an evictions notice of up to ten days. Is this true?

An eviction notice for an extended period, like 10",True,False,True,True,False,False,4,4,3,3,3,neutral,call; report,if it comes to that,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,3,"just tell them to leave and that they aren't welcome in my home. I'm in need of advice on how to handle this situation.

I understand that tenants have rights while living in my home, but as both parties are not open to negotiating a new agreement, I'd like to be sure I am on the right side of the law. I believe both parties have a legal obligation to try and come to an understanding. I'd also like to avoid any disputes that could land both parties in legal",True,False,False,False,False,False,2,4,2,3,2,neutral,tell; leave; handle; understand; negotiate; avoid,I'd like to be sure; I believe,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,0,"have left this repair as a priority. Can I get my rent back if I leave a deposit?

Absolutely not. A lease agreement in most areas clearly states that, when you rent a property, your deposit is one of the first areas a landlord reviews. They can and do use that money to cover any repairs or damage you cause so long as you have not promised to fix anything. In most areas, the landlord is also allowed to immediately deduct 1/5th of your refundable rent deposit",True,False,False,False,False,False,1,5,1,5,1,neutral,,,3.0,3.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,1,"be warm and comfortable, not frozen. Can't you see how bad my situation is?

Yes, I can see that. But this issue is beyond your control. I'm sorry, but I must inform you that your landlord is the one responsible for the heat, not you.

You may be right, but this doesn't change the fact that he hasn't been paying the bills for a long time. I should be getting a refund! Or at the very least, some help in resolving the current",True,True,False,False,False,False,1,4,2,3,1,apologetic,,I'm sorry; I must inform you,4.0,4.0,3.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,2,"not be expected to shiver at home while he receives all the money. I want to have more rights when it comes to my rent. 

Solution in Spanish:

Mi jardinería tiene la higiene bursátil y no me puedo arreglarla, en medio de la verano cómo en otro lugar puedo estar a la orden. Mi propietario no me da el servicio de la chapa y no lo le pone en el punto que comiendo de la mañana",True,False,False,False,False,False,1,3,3,3,1,adversarial,,,2.0,2.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,4,"be warm. HELP. What I should do to fix my home? 

My landlords do not want to fix my heating in midwinter because it's ""too expensive."" Yes, I've brought him records of the expense of fixing it, but he will not listen. I have tried other landlords before and they all had problems and just fixed it within a couple weeks if not less. So I feel I should call him out on this. What do you think?

I know other places have similar issues",True,False,False,False,False,False,2,2,3,3,1,adversarial,call out,I feel,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,3,"be cozy in the house and instead I'm cold. I'm supposed to be independent now, but how am I supposed to stay warm if my resources are being cut off?",True,False,False,False,False,False,1,3,1,3,1,empathetic,,,4.0,4.0,2.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,0,have a lawyer prepare a final contract to stop these demands. What steps should I take?,True,False,False,True,False,False,4,4,4,3,3,strategic,prepare; stop,,4.0,4.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,1,"be managing their money, not their'spice cabinet'!

The landlord is concerned about potential legal action or financial penalties if I don't pay the bills that are due. This isn't a luxury, a home or any other 'trivial enjoyment,' it's essential. I need them to act. I demand that they stop these inappropriate repairs and enforce legal requirements to maintain this property in good condition.

I need a lawyer to help me get the answers I need by filing a lawsuit, obtaining possession",True,False,False,True,False,False,5,1,5,5,4,adversarial,stop; enforce; file; obtain,,4.0,4.0,1.0,2.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,2,"look for another place at this point."" said in Russian?
Приверженец, которого обращается, на момент оплаченного договора продает свои недвижимость, ожидает ремонту в нерабочее время, в отличие от актуальной цены. Я обязан продолжать покупку, думаю, что м",True,False,False,False,False,False,1,3,1,1,1,neutral,look,"думаю, что",2.0,2.0,2.0,3.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,4,"consider eviction if I can't fix the problem.

I have a lot of repair requests that may not be urgent but require immediate attention. It's important to weigh the benefits of maintaining the issue and facing the eviction process. If the issue is causing financial strain or if I have any other alternative options, it may be more prudent to face the eviction process. However, if the repairs are urgent - not a safety issue, I would need to try to resolve any issue with the tenant before considering",True,False,False,False,False,True,2,4,2,3,2,neutral,consider; fix; weigh; resolve,may not be; it may be more prudent; I would need to try,3.0,3.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,3,"have never accepted the lease in the first place. What should I do next?

• Do not confront your tenant until you've had a lawyer review your lease agreement and inspected the property to confirm that it meets your requirements.

• If it doesn't, you could break the lease without proper notice and then claim the repairs as damages.

• If you choose that route, you should provide your tenant with a copy of the lease agreement at least 30 days before terminating it. You have to give the reason",True,False,False,True,True,True,3,4,2,3,4,neutral,confront; review; inspected; break; claim; provide; terminate; give,you could; if you choose that route,4.0,4.0,3.0,4.0
olmo-tiny,sft,allenai/OLMo-2-0425-1B-SFT,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",1,have said no and sued them. Answer: b) What could have happened if I didn't act and fought them instead?,True,False,False,False,False,False,1,1,5,3,1,adversarial,sue; fight,,2.0,2.0,1.0,2.0
