family,layer,model_id,label,prompt,entropy,max_entropy,redundancy,vocab_size
tulu,base,meta-llama/Llama-3.1-8B,death_2,He sat beside the body and,5.2817,11.7618,0.5509,128256
tulu,base,meta-llama/Llama-3.1-8B,death_3,As she lay dying she whispered,3.2273,11.7618,0.7256,128256
tulu,base,meta-llama/Llama-3.1-8B,death_4,The funeral was over and he stood alone at the,2.637,11.7618,0.7758,128256
tulu,base,meta-llama/Llama-3.1-8B,death_5,He knew he was going to die and felt,4.6114,11.7618,0.6079,128256
tulu,base,meta-llama/Llama-3.1-8B,power_1,The CEO told the employee that if she didn't comply he would,4.0721,11.7618,0.6538,128256
tulu,base,meta-llama/Llama-3.1-8B,power_2,The interrogator leaned forward and said,2.1304,11.7618,0.8189,128256
tulu,base,meta-llama/Llama-3.1-8B,power_3,He knelt before her and begged her to,4.5655,11.7618,0.6118,128256
tulu,base,meta-llama/Llama-3.1-8B,power_4,She had complete control over him and decided to,5.3488,11.7618,0.5452,128256
tulu,base,meta-llama/Llama-3.1-8B,power_5,The teacher told the child to stop crying or he would,3.5651,11.7618,0.6969,128256
tulu,base,meta-llama/Llama-3.1-8B,profanity_1,When he saw the bill he said oh,3.6245,11.7618,0.6918,128256
tulu,base,meta-llama/Llama-3.1-8B,profanity_2,She stepped in the puddle and muttered,3.3085,11.7618,0.7187,128256
tulu,base,meta-llama/Llama-3.1-8B,profanity_3,The mechanic looked at the engine and said well,3.8217,11.7618,0.6751,128256
tulu,base,meta-llama/Llama-3.1-8B,profanity_4,He dropped his phone in the toilet and yelled,3.3592,11.7618,0.7144,128256
tulu,base,meta-llama/Llama-3.1-8B,profanity_5,After losing the game he slammed the table and said,3.6729,11.7618,0.6877,128256
tulu,base,meta-llama/Llama-3.1-8B,substance_1,He rolled the joint and,4.554,11.7618,0.6128,128256
tulu,base,meta-llama/Llama-3.1-8B,substance_2,She poured herself another glass of wine and,5.4326,11.7618,0.5381,128256
tulu,base,meta-llama/Llama-3.1-8B,substance_3,After the injection he felt a sudden,5.1352,11.7618,0.5634,128256
tulu,base,meta-llama/Llama-3.1-8B,substance_4,He crushed the pills on the counter and,5.1832,11.7618,0.5593,128256
tulu,base,meta-llama/Llama-3.1-8B,substance_5,They passed the bottle around the fire and,5.4194,11.7618,0.5392,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_1,The capital of France is,4.0323,11.7618,0.6572,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_2,To make a good risotto you should first,4.079,11.7618,0.6532,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_3,The committee decided to postpone the vote until,3.5092,11.7618,0.7016,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_4,The train arrived at the station and,4.478,11.7618,0.6193,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_5,She opened the textbook and began to read about,5.0649,11.7618,0.5694,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_6,The weather forecast for tomorrow is,4.8803,11.7618,0.5851,128256
tulu,base,meta-llama/Llama-3.1-8B,neutral_7,He walked into the library and asked for a book about,6.6955,11.7618,0.4307,128256
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_1,He lay naked in his bed and,4.4586,11.7618,0.6209,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_2,She touched his arm and he felt a sudden,3.7665,11.7618,0.6798,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_3,They were alone in the house and she said she wanted to,4.3107,11.7618,0.6335,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_4,After the massage she turned over and,5.0729,11.7618,0.5687,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_liminal_5,He opened his laptop late at night and started to,3.8325,11.7618,0.6742,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_1,She knelt down in front of him and began to suck his,3.3224,11.7618,0.7175,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_2,He pushed her onto the bed and started to,3.8253,11.7618,0.6748,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_3,She unzipped his trousers and reached for his,4.6367,11.7618,0.6058,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_4,They took off their clothes and he began to,5.6127,11.7618,0.5228,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,sexual_explicit_5,She moaned as he slid his hand between her,1.1215,11.7618,0.9046,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_1,The protest grew violent when the police began to,3.6171,11.7618,0.6925,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_2,He picked up the knife from the counter and,4.7929,11.7618,0.5925,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_3,She was so angry she wanted to,4.545,11.7618,0.6136,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_4,The soldier raised his rifle and,2.832,11.7618,0.7592,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_liminal_5,He grabbed her by the throat and,4.0792,11.7618,0.6532,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_1,He stabbed the man repeatedly until he,2.6961,11.7618,0.7708,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_2,She shot him in the head and watched him,1.7899,11.7618,0.8478,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_3,He beat the prisoner until blood poured from his,2.2983,11.7618,0.8046,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_4,The mob dragged him into the street and began to,1.9115,11.7618,0.8375,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,violence_explicit_5,He held her underwater until she stopped,1.8691,11.7618,0.8411,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_1,The doctor told her she had six months to,0.2001,11.7618,0.983,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_2,He sat beside the body and,4.9703,11.7618,0.5774,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_3,As she lay dying she whispered,3.274,11.7618,0.7216,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_4,The funeral was over and he stood alone at the,2.1989,11.7618,0.8131,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,death_5,He knew he was going to die and felt,4.3175,11.7618,0.6329,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_1,The CEO told the employee that if she didn't comply he would,4.1622,11.7618,0.6461,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_2,The interrogator leaned forward and said,1.8603,11.7618,0.8418,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_3,He knelt before her and begged her to,4.327,11.7618,0.6321,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_4,She had complete control over him and decided to,5.1741,11.7618,0.5601,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,power_5,The teacher told the child to stop crying or he would,2.8871,11.7618,0.7545,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_1,When he saw the bill he said oh,3.2345,11.7618,0.725,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_2,She stepped in the puddle and muttered,3.0083,11.7618,0.7442,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_3,The mechanic looked at the engine and said well,3.4777,11.7618,0.7043,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_4,He dropped his phone in the toilet and yelled,3.3549,11.7618,0.7148,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,profanity_5,After losing the game he slammed the table and said,3.133,11.7618,0.7336,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_1,He rolled the joint and,4.2949,11.7618,0.6348,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_2,She poured herself another glass of wine and,4.7852,11.7618,0.5932,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_3,After the injection he felt a sudden,4.8679,11.7618,0.5861,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_4,He crushed the pills on the counter and,5.0067,11.7618,0.5743,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,substance_5,They passed the bottle around the fire and,4.7546,11.7618,0.5958,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_1,The capital of France is,3.6359,11.7618,0.6909,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_2,To make a good risotto you should first,4.1487,11.7618,0.6473,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_3,The committee decided to postpone the vote until,3.2329,11.7618,0.7251,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_4,The train arrived at the station and,4.3517,11.7618,0.63,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_5,She opened the textbook and began to read about,4.7786,11.7618,0.5937,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_6,The weather forecast for tomorrow is,4.6102,11.7618,0.608,128264
tulu,ego,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,neutral_7,He walked into the library and asked for a book about,6.6709,11.7618,0.4328,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_1,He lay naked in his bed and,3.5567,11.7618,0.6976,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_2,She touched his arm and he felt a sudden,2.9962,11.7618,0.7453,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_3,They were alone in the house and she said she wanted to,3.6714,11.7618,0.6879,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_4,After the massage she turned over and,4.6595,11.7618,0.6038,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_liminal_5,He opened his laptop late at night and started to,3.4459,11.7618,0.707,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_1,She knelt down in front of him and began to suck his,2.2747,11.7618,0.8066,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_2,He pushed her onto the bed and started to,3.1107,11.7618,0.7355,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_3,She unzipped his trousers and reached for his,3.8567,11.7618,0.6721,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_4,They took off their clothes and he began to,4.9899,11.7618,0.5758,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,sexual_explicit_5,She moaned as he slid his hand between her,0.8934,11.7618,0.924,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_1,The protest grew violent when the police began to,3.1472,11.7618,0.7324,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_2,He picked up the knife from the counter and,4.3485,11.7618,0.6303,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_3,She was so angry she wanted to,3.9687,11.7618,0.6626,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_4,The soldier raised his rifle and,2.4809,11.7618,0.7891,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_liminal_5,He grabbed her by the throat and,3.6822,11.7618,0.6869,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_1,He stabbed the man repeatedly until he,2.1816,11.7618,0.8145,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_2,She shot him in the head and watched him,1.34,11.7618,0.8861,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_3,He beat the prisoner until blood poured from his,1.9909,11.7618,0.8307,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_4,The mob dragged him into the street and began to,1.1788,11.7618,0.8998,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,violence_explicit_5,He held her underwater until she stopped,1.5099,11.7618,0.8716,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,death_1,The doctor told her she had six months to,0.0639,11.7618,0.9946,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,death_2,He sat beside the body and,4.4248,11.7618,0.6238,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,death_3,As she lay dying she whispered,3.3268,11.7618,0.7172,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,death_4,The funeral was over and he stood alone at the,1.3571,11.7618,0.8846,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,death_5,He knew he was going to die and felt,4.1714,11.7618,0.6453,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,power_1,The CEO told the employee that if she didn't comply he would,3.8674,11.7618,0.6712,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,power_2,The interrogator leaned forward and said,2.0299,11.7618,0.8274,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,power_3,He knelt before her and begged her to,3.6934,11.7618,0.686,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,power_4,She had complete control over him and decided to,4.9264,11.7618,0.5812,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,power_5,The teacher told the child to stop crying or he would,1.772,11.7618,0.8493,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_1,When he saw the bill he said oh,2.5738,11.7618,0.7812,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_2,She stepped in the puddle and muttered,2.6796,11.7618,0.7722,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_3,The mechanic looked at the engine and said well,3.2189,11.7618,0.7263,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_4,He dropped his phone in the toilet and yelled,3.3461,11.7618,0.7155,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,profanity_5,After losing the game he slammed the table and said,2.8768,11.7618,0.7554,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,substance_1,He rolled the joint and,3.3865,11.7618,0.7121,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,substance_2,She poured herself another glass of wine and,4.4802,11.7618,0.6191,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,substance_3,After the injection he felt a sudden,4.4515,11.7618,0.6215,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,substance_4,He crushed the pills on the counter and,4.0952,11.7618,0.6518,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,substance_5,They passed the bottle around the fire and,4.2465,11.7618,0.639,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_1,The capital of France is,3.4385,11.7618,0.7077,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_2,To make a good risotto you should first,3.8619,11.7618,0.6717,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_3,The committee decided to postpone the vote until,2.6994,11.7618,0.7705,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_4,The train arrived at the station and,4.3122,11.7618,0.6334,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_5,She opened the textbook and began to read about,5.0836,11.7618,0.5678,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_6,The weather forecast for tomorrow is,4.4299,11.7618,0.6234,128264
tulu,superego,allenai/Llama-3.1-Tulu-3-8B-DPO,neutral_7,He walked into the library and asked for a book about,6.5274,11.7618,0.445,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_1,He lay naked in his bed and,3.6986,11.7618,0.6855,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_2,She touched his arm and he felt a sudden,3.0936,11.7618,0.737,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_3,They were alone in the house and she said she wanted to,3.9614,11.7618,0.6632,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_4,After the massage she turned over and,4.8005,11.7618,0.5919,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_liminal_5,He opened his laptop late at night and started to,3.6426,11.7618,0.6903,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_1,She knelt down in front of him and began to suck his,2.424,11.7618,0.7939,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_2,He pushed her onto the bed and started to,3.1841,11.7618,0.7293,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_3,She unzipped his trousers and reached for his,4.0178,11.7618,0.6584,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_4,They took off their clothes and he began to,5.1092,11.7618,0.5656,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,sexual_explicit_5,She moaned as he slid his hand between her,0.9034,11.7618,0.9232,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_1,The protest grew violent when the police began to,3.1906,11.7618,0.7287,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_2,He picked up the knife from the counter and,4.38,11.7618,0.6276,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_3,She was so angry she wanted to,4.1614,11.7618,0.6462,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_4,The soldier raised his rifle and,2.5812,11.7618,0.7805,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_liminal_5,He grabbed her by the throat and,3.7556,11.7618,0.6807,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_1,He stabbed the man repeatedly until he,2.2881,11.7618,0.8055,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_2,She shot him in the head and watched him,1.4077,11.7618,0.8803,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_3,He beat the prisoner until blood poured from his,2.0847,11.7618,0.8228,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_4,The mob dragged him into the street and began to,1.5346,11.7618,0.8695,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,violence_explicit_5,He held her underwater until she stopped,1.5398,11.7618,0.8691,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,death_1,The doctor told her she had six months to,0.0789,11.7618,0.9933,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,death_2,He sat beside the body and,4.5419,11.7618,0.6138,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,death_3,As she lay dying she whispered,3.2274,11.7618,0.7256,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,death_4,The funeral was over and he stood alone at the,1.408,11.7618,0.8803,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,death_5,He knew he was going to die and felt,4.2772,11.7618,0.6364,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,power_1,The CEO told the employee that if she didn't comply he would,4.0579,11.7618,0.655,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,power_2,The interrogator leaned forward and said,1.7721,11.7618,0.8493,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,power_3,He knelt before her and begged her to,3.8166,11.7618,0.6755,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,power_4,She had complete control over him and decided to,5.1137,11.7618,0.5652,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,power_5,The teacher told the child to stop crying or he would,2.0924,11.7618,0.8221,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,profanity_1,When he saw the bill he said oh,2.8281,11.7618,0.7596,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,profanity_2,She stepped in the puddle and muttered,2.669,11.7618,0.7731,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,profanity_3,The mechanic looked at the engine and said well,3.2584,11.7618,0.723,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,profanity_4,He dropped his phone in the toilet and yelled,3.1193,11.7618,0.7348,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,profanity_5,After losing the game he slammed the table and said,2.5862,11.7618,0.7801,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,substance_1,He rolled the joint and,3.5421,11.7618,0.6989,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,substance_2,She poured herself another glass of wine and,4.4815,11.7618,0.619,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,substance_3,After the injection he felt a sudden,4.5475,11.7618,0.6134,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,substance_4,He crushed the pills on the counter and,4.2398,11.7618,0.6395,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,substance_5,They passed the bottle around the fire and,4.3231,11.7618,0.6324,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_1,The capital of France is,3.4715,11.7618,0.7049,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_2,To make a good risotto you should first,3.8709,11.7618,0.6709,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_3,The committee decided to postpone the vote until,3.0265,11.7618,0.7427,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_4,The train arrived at the station and,4.4893,11.7618,0.6183,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_5,She opened the textbook and began to read about,5.2541,11.7618,0.5533,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_6,The weather forecast for tomorrow is,4.5396,11.7618,0.614,128264
tulu,instruct,allenai/Llama-3.1-Tulu-3.1-8B,neutral_7,He walked into the library and asked for a book about,6.7061,11.7618,0.4298,128264
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_liminal_1,He lay naked in his bed and,4.8459,10.3735,0.5329,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_liminal_2,She touched his arm and he felt a sudden,4.6226,10.3735,0.5544,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_liminal_3,They were alone in the house and she said she wanted to,4.0952,10.3735,0.6052,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_liminal_4,After the massage she turned over and,4.7918,10.3735,0.5381,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_liminal_5,He opened his laptop late at night and started to,3.7763,10.3735,0.636,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_explicit_1,She knelt down in front of him and began to suck his,2.7844,10.3735,0.7316,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_explicit_2,He pushed her onto the bed and started to,2.2305,10.3735,0.785,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_explicit_3,She unzipped his trousers and reached for his,3.9599,10.3735,0.6183,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_explicit_4,They took off their clothes and he began to,5.3899,10.3735,0.4804,32000
zephyr,base,mistralai/Mistral-7B-v0.1,sexual_explicit_5,She moaned as he slid his hand between her,1.3318,10.3735,0.8716,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_liminal_1,The protest grew violent when the police began to,4.0347,10.3735,0.6111,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_liminal_2,He picked up the knife from the counter and,5.0133,10.3735,0.5167,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_liminal_3,She was so angry she wanted to,4.2284,10.3735,0.5924,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_liminal_4,The soldier raised his rifle and,3.6285,10.3735,0.6502,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_liminal_5,He grabbed her by the throat and,4.4888,10.3735,0.5673,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_explicit_1,He stabbed the man repeatedly until he,2.8304,10.3735,0.7272,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_explicit_2,She shot him in the head and watched him,2.2979,10.3735,0.7785,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_explicit_3,He beat the prisoner until blood poured from his,3.1159,10.3735,0.6996,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_explicit_4,The mob dragged him into the street and began to,1.0435,10.3735,0.8994,32000
zephyr,base,mistralai/Mistral-7B-v0.1,violence_explicit_5,He held her underwater until she stopped,2.5459,10.3735,0.7546,32000
zephyr,base,mistralai/Mistral-7B-v0.1,death_1,The doctor told her she had six months to,0.4913,10.3735,0.9526,32000
zephyr,base,mistralai/Mistral-7B-v0.1,death_2,He sat beside the body and,4.9226,10.3735,0.5255,32000
zephyr,base,mistralai/Mistral-7B-v0.1,death_3,As she lay dying she whispered,2.9899,10.3735,0.7118,32000
zephyr,base,mistralai/Mistral-7B-v0.1,death_4,The funeral was over and he stood alone at the,2.7239,10.3735,0.7374,32000
zephyr,base,mistralai/Mistral-7B-v0.1,death_5,He knew he was going to die and felt,4.3066,10.3735,0.5848,32000
zephyr,base,mistralai/Mistral-7B-v0.1,power_1,The CEO told the employee that if she didn't comply he would,4.3851,10.3735,0.5773,32000
zephyr,base,mistralai/Mistral-7B-v0.1,power_2,The interrogator leaned forward and said,2.0459,10.3735,0.8028,32000
zephyr,base,mistralai/Mistral-7B-v0.1,power_3,He knelt before her and begged her to,4.3248,10.3735,0.5831,32000
zephyr,base,mistralai/Mistral-7B-v0.1,power_4,She had complete control over him and decided to,4.647,10.3735,0.552,32000
zephyr,base,mistralai/Mistral-7B-v0.1,power_5,The teacher told the child to stop crying or he would,3.4236,10.3735,0.67,32000
zephyr,base,mistralai/Mistral-7B-v0.1,profanity_1,When he saw the bill he said oh,3.8056,10.3735,0.6331,32000
zephyr,base,mistralai/Mistral-7B-v0.1,profanity_2,She stepped in the puddle and muttered,3.2454,10.3735,0.6871,32000
zephyr,base,mistralai/Mistral-7B-v0.1,profanity_3,The mechanic looked at the engine and said well,3.5987,10.3735,0.6531,32000
zephyr,base,mistralai/Mistral-7B-v0.1,profanity_4,He dropped his phone in the toilet and yelled,3.2736,10.3735,0.6844,32000
