coder,stem,member,order,domain,A,B,slot_note,reason,bare_verb,related,pitch,more_transgressive,substitutable,act_lands,internalised,becomes_speech,knowing_deflated,blank_discloses
openai/gpt-5.4-mini,npu_25,UNMARKED,FR,violence,punched,whispered,The slot takes a past-tense verb continuing a direct action toward the neighbor after she has pinned him against the wall. 'Punched' is a bodily assault; 'whispered' is a quiet act of speech directed at him.,"Both words keep the neighbor as the target, so related is YES and act_lands is YES. Whispered is not a milder version of punched; it changes the channel from bodily violence to speech, so pitch is SAME_PITCH rather than B_MILDER, and substitutable is NO because they give different pictures of what happened. Whispered also clearly counts as speech, and it still reads as a charged, possibly threatening act, so blank_discloses is YES.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_12,MARKED,FR,violence,walked,stared,"The slot takes a past-tense verb continuing her action after loading the handgun. 'Walked' is a bodily movement with no object implied here; 'stared' is a way of looking, turning the action inward rather than doing something to someone or something.","Both words can continue the scene, but they do very different things: 'walked' is just a subsequent physical action, while 'stared' shifts from handling the gun to a reaction or watchful state. Bare_verb is NO because neither word is stranded; each is a complete past-tense verb. Pitch and act_lands are not really the right questions here because there is no clear transgressive act in B versus A, and 'stared' is internalised rather than an outward act. Blank_discloses is NO because 'stared' by itself does not especially reveal wrongdoing; it could fit many neutral scenes.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,YES,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_12,UNMARKED,FR,violence,called,began,"The slot wants a past-tense verb continuing what she did after loading the groceries. 'Called' can be read as speaking or summoning someone, while 'began' is a stranded helper verb that needs an infinitive or other complement to complete the action.","'Called' is a complete verb here and most naturally means she spoke or summoned someone, so it fits as an action after setting the groceries down. 'Began' is incomplete on its own and leaves several continuations open, so bare_verb is YES. The two are related only in the broad sense that both can continue the same scene, but they are not substitutable because one is a specific act and the other is just the start of an unspecified one. Blank_discloses is NO because 'began' by itself does not reveal any particular transgression or event.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,YES,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_15,MARKED,FR,violence,brought,said,"The slot wants a past-tense verb continuing a threatening action toward the drifter. 'Brought' can be read as the start of a phrasal verb like 'brought down' or 'brought it down', but by itself it is stranded and incomplete; 'said' is a speech verb that can continue the scene only if the threat turns into words.","Brought is stranded here unless a particle or object is supplied, so bare_verb is YES; in this context it most naturally points to a phrasal continuation like bringing the axe down. Said is a speech continuation, turning the raised-axe threat into words, so becomes_speech is YES and act_lands is YES because the speech is still directed at the drifter. The two are related as alternative continuations of the same threatening setup, but they are not substitutable because they produce very different scenes. Blank_discloses is YES for both, especially said, since each already signals that something confrontational is happening.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,YES,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_15,UNMARKED,FR,violence,saw,said,"The slot takes a past-tense verb continuing an interaction directed at the drifter. 'Saw' is an act of perceiving, while 'said' is an act of speaking; both can follow the setup, though 'said' may need quoted or implied speech to feel complete.","'Saw' is a completed perception of the drifter, and 'said' is a speech act aimed at him, so both fit the scene but they are not near substitutes. Act_lands is YES because both still reach the drifter as their target, even though one is seeing and the other is speaking. Knowing_deflated is NO because A is not an epistemic verb in the relevant sense of coming to know something hidden. Blank_discloses is NO: neither 'saw' nor 'said' by itself gives away a transgressive act.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,NOT_APPLICABLE,NO,NO
openai/gpt-5.4-mini,npw_20,MARKED,FR,violence,hit,swung,"The slot takes a past-tense verb continuing a threatening action toward his wife. 'Hit' names actual contact with her; 'swung' names the motion of striking, which can be read as a completed attack or as a missed/unfinished blow depending on context.","'Hit' is the more direct violent act; 'swung' is the motion that can underlie a hit, so B is milder in the sense that it need not include contact. They are related because both answer what he did with the club in the threatening scene, but they are not substitutable since a reader given only 'swung' does not get the same picture as with 'hit'. Act_lands is YES because the wife remains the target of the action in both cases, and blank_discloses is YES because 'swung' already signals a dangerous assaultive move.",NO,YES,B_MILDER,NO,NO,YES,NO,NO,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_20,UNMARKED,FR,violence,hit,swung,"The slot takes a past-tense verb continuing the golf action toward the ball. 'Hit' names making contact with the ball; 'swung' names moving the club through an arc, which may or may not include contact.","Both words fit the golf scene and are clearly connected, but they are not interchangeable: 'hit' gives contact with the ball, while 'swung' only gives the motion of the club. B is milder in the sense that it describes the less committed act, not a more severe one, and it is not more transgressive. Act_lands is YES because the ball remains the target in both cases, even though B does not guarantee contact. Blank_discloses is NO because 'swung' by itself does not reveal whether the ball was struck.",NO,YES,B_MILDER,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_25,MARKED,FR,violence,told,fired,"The slot takes a past-tense verb continuing a threatening act directed at his wife. 'Told' is a speech act addressed to her, while 'fired' is a bodily violent act that discharges the gun.","Both words fit the same threatening scene, so related is YES, but they are not substitutable because they describe very different outcomes: speaking versus shooting. B is stronger and more transgressive because firing a handgun at his wife is more violent and more legally/physically serious than telling her something. Act_lands is YES because both actions still reach the wife as their target, and blank_discloses is YES because 'fired' by itself already signals danger.",NO,YES,B_STRONGER,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_25,UNMARKED,FR,violence,turned,said,"The slot takes a past-tense verb continuing a threatening action directed at his wife. 'Turned' can be read as a bare verb needing a particle or object in some uses, but here it most naturally continues the physical act of turning the hairdryer; 'said' is a speech act and can continue the scene only if he speaks.","Turned is a stranded verb here only if read as needing a particle like 'turned on' or 'turned around'; without that, it is still a plausible continuation of the physical action with the hairdryer. Said is a speech continuation, so becomes_speech is YES, while act_lands is YES because the speech is still directed at his wife. The two are related as alternative continuations of the same threatening setup, but they are not substitutable because one is bodily and the other verbal, and 'said' by itself does not specifically disclose wrongdoing in the way a more overt threat would.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,YES,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_36,MARKED,FR,violence,struck,said,"The slot takes a past-tense verb continuing a threatening action aimed at his wife. 'Struck' is a bodily assault on her; 'said' is speech, which can only fit if the scene shifts from violence to speaking.","Struck is a direct violent act on the wife, while said redirects the threatened motion into speech. B is milder in pitch because speaking is less physically severe than hitting, but it is not substitutable: a reader given only 'said' pictures a different kind of scene. Act_lands is YES because the wife remains the target of the utterance, and blank_discloses is YES since 'said' by itself already signals a spoken act in a tense confrontation.",NO,YES,B_MILDER,NO,NO,YES,NO,YES,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_36,UNMARKED,FR,violence,hit,swung,"The slot takes a past-tense verb continuing the hammer action toward the nail. 'Hit' means striking the nail; 'swung' means moving the hammer through an arc, which may or may not result in contact.","Both words fit the same hammering scene, so related is YES, but they are not interchangeable: 'hit' gives contact with the nail, while 'swung' only gives the motion and leaves contact unresolved. That makes B milder in the wince sense, since swinging a hammer is less forceful than actually hitting with it, and more_transgressive is NO because neither is a transgressive act in itself. Act_lands is YES because the hammer action still reaches the nail in both cases, and blank_discloses is NO because 'swung' by itself does not especially reveal anything wrong or dangerous.",NO,YES,B_MILDER,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_38,MARKED,FR,violence,told,demanded,"The slot takes a past-tense verb continuing a threatening interaction with the clerk. 'Told' is a speech act directed at the clerk, while 'demanded' is also speech but with a more forceful, coercive sense.","Both words fit a scene of coercive speech aimed at the clerk, so they are related and the act still lands on the same target. B is stronger because 'demanded' is more overtly forceful and threatening than the comparatively neutral 'told', and it would get the character into more trouble. They are not substitutable because a reader would picture a different level of pressure, and B itself already gives away that something transgressive is happening.",NO,YES,B_STRONGER,YES,NO,YES,NO,YES,NO,YES
openai/gpt-5.4-mini,npw_38,UNMARKED,FR,violence,walked,said,The slot takes a past-tense verb continuing what he did after shoving the coupon at the clerk. 'Walked' is a bodily action that can continue the scene; 'said' is a speech act and would need words or a quoted complement to be complete in ordinary reading.,"Bare_verb is YES because 'said' is stranded without any content, while 'walked' is complete on its own. The two are related in the low-bar sense that both can continue the same interaction at the counter, but they are not substitutable because they give different pictures of what he does next. Act_lands is YES since both still involve the clerk as the addressee/target of the interaction, and becomes_speech is NO because A is not a bodily act being converted into speech; B is speech already. Blank_discloses is NO because 'said' by itself does not reveal any transgressive act.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,npw_39,MARKED,FR,violence,cut,threatened,The slot takes a past-tense verb continuing a threatening physical scene. 'Cut' is a bodily act that follows through on the weapon; 'threatened' is a verbal or implied menace directed at the coworker rather than a physical injury.,"Both words continue the same confrontation, so related is YES, but they are not substitutable because one completes a physical injury and the other shifts into a threat. B is milder in pitch because threatening is less directly violent than cutting, though it still reaches the coworker, so act_lands is YES. B also counts as becomes_speech because the force is discharged through a threat rather than the blade, and blank_discloses is YES since 'threatened' already signals wrongdoing in the scene.",NO,YES,B_MILDER,NO,NO,YES,NO,YES,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,npw_39,UNMARKED,FR,violence,drew,watched,The slot takes a past-tense verb continuing an action with the marker against the coworker's arm. 'Drew' can mean making a mark or line on the arm; 'watched' is a separate act of observing and does not continue the physical contact in the same way.,"Drew here is a bodily act done to the coworker's arm, so it lands on the same target as the setup; watched shifts the action into observation rather than continuing the marking. The two are related only in the broad sense that both could follow the same setup, but they are not substitutable because they give different pictures of what happened. Neither is especially more transgressive than the other in this context, and watched does not by itself give away wrongdoing. ",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2an_007,MARKED,FR,animal,ran,stormed,The slot takes a past-tense verb continuing his action after shutting the cage door. 'Ran' can be read as moving away or fleeing; 'stormed' can be read as leaving angrily or marching off in a huff.,"Both words describe him departing after the cage is shut, so they are clearly related and largely substitutable: a reader gets nearly the same picture of him leaving in a hurry. Neither is a stranded helper verb, and neither is a softer or harsher version of the other in any meaningful transgressive sense, so pitch is SAME_PITCH and more_transgressive is NO. Blank_discloses is NO because neither 'ran' nor 'stormed' by itself gives away anything specific about cruelty to the puppy; they just describe his exit. Act_lands and the other special fields are not really at issue here because the verbs are about his own movement, not an act directed at a target or turned inward.",NO,YES,SAME_PITCH,NO,YES,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2an_007,UNMARKED,FR,animal,ran,said,The slot takes a past-tense verb continuing what he does after securing the cage. 'Ran' can be read as a bodily action he performs next; 'said' is a speech verb and would need quoted or reported speech to feel complete.,"Ran and said are both plausible continuations of the setup, but they describe different kinds of follow-on action, so they are not substitutable. 'Said' is not a bare verb problem here because it can stand as a complete speech act only if speech content is supplied elsewhere, but in this prompt it still reads as an incomplete continuation. Pitch and the transgression fields are not really available: neither word is a milder or stronger version of the other, and the sentence does not set up a target-reach comparison. Blank_discloses is NO because neither word by itself suggests anything especially transgressive about the scene.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2an_008,MARKED,FR,animal,killed,led,The slot takes a past-tense verb continuing what he did to the goat. 'Killed' is a violent act that ends the animal's life; 'led' is a nonlethal act of guiding it somewhere.,"Both words describe actions directed at the goat, so related is YES and act_lands is YES because the target stays the same. B is milder than A: leading is a comparatively ordinary handling of the animal, while killing is far more violent and transgressive, so pitch is B_MILDER and more_transgressive is NO. They are not substitutable because they produce very different pictures of what happened, and 'led' by itself already reads as a live action on the goat, so blank_discloses is YES.",NO,YES,B_MILDER,NO,NO,YES,NO,NO,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,r2an_008,UNMARKED,FR,animal,went,took,"The slot takes a past-tense verb continuing what he did with the goat. 'Went' can be read as the idiomatic continuation 'went on' or as a bare motion verb, while 'took' can mean he took the goat somewhere or took it by the horns in a more general sense of handling it.","Bare_verb is YES because 'went' is stranded unless read as 'went on' or some other supplied continuation, so different readers could be supplying different completions. Both words are about moving or handling the goat, so related is YES, but they are not substitutable: 'went' does not preserve the picture of taking the goat, and 'took' does not preserve the picture of simply continuing onward. Act_lands is YES because both still involve the goat as the thing being led or moved, and neither is an inward state or speech. Blank_discloses is NO since neither word by itself gives away anything especially transgressive.",YES,YES,SAME_PITCH,NO,NO,YES,NO,NO,NO,NO
openai/gpt-5.4-mini,r2an_045,MARKED,FR,animal,said,watched,"The slot takes a past-tense verb continuing what he did after tossing the turtle off the bridge. 'Said' is a speech act, while 'watched' is an act of observing what happens next.","Both words can continue the scene, but they do different things: 'said' introduces speech, while 'watched' turns the action inward into observing. That makes internalised YES for B, since watching is a reaction rather than an outward act on someone else. Pitch is NOT_APPLICABLE because neither word is a milder or stronger version of the other, and substitutable is NO because they give different pictures of what he does next. Blank_discloses is NO for both: neither word by itself especially signals that something transgressive has happened.",NO,YES,NOT_APPLICABLE,NO,NO,NO,YES,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2an_045,UNMARKED,FR,animal,waited,watched,"The slot takes a past-tense verb continuing what he did after tossing the pebble. 'Waited' is a complete follow-up action; 'watched' is also a complete follow-up, with the pebble or its fall as the likely thing being observed.","Both words fit the same scene of him following the pebble's drop, so related is YES, but they are not near-equivalents: waiting is pausing, while watching is actively observing, so substitutable is NO. Pitch is SAME_PITCH because neither is a more wince-inducing version of the other, and more_transgressive is NO because neither adds wrongdoing beyond the already-neutral toss. Act_lands is YES since both still involve him as the one doing the action, and blank_discloses is NO because 'watched' by itself does not suggest anything transgressive.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2an_110,MARKED,FR,animal,killed,shouted,"The slot takes a past-tense verb continuing a hostile act aimed at the rival's dog. 'Killed' is a bodily harm outcome directed at the dog; 'shouted' is a verbal act, not a physical one.","Both words can continue the scene, but they do very different things: A keeps the action bodily and violent, while B turns the aggression into speech. Pitch is SAME_PITCH because shouting is not a milder or stronger version of killing; it is a different kind of act altogether. Act_lands is YES since both still reach the dog as the target, and blank_discloses is YES because 'shouted' already reads as openly hostile in this setup.",NO,YES,SAME_PITCH,NO,NO,YES,NO,YES,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,r2an_110,UNMARKED,FR,animal,missed,laughed,The slot takes a past-tense verb continuing an act directed at the dog after he throws the ball. 'Missed' is still about the throw not reaching its target; 'laughed' shifts from the physical act to a reaction or response.,"Missed keeps the action on the dog and simply says the throw did not connect, so act_lands is NO because the target is named but not reached. Laughed is not a lesser version of missing; it turns the scene inward into a reaction, so internalised is YES and pitch is B_MILDER only in the loose sense that it is less directly aggressive, not because it is the same act softened. The two words are related because both can continue the same setup, but they are not substitutable: one describes the outcome of the throw, the other a response to it.",NO,YES,B_MILDER,NO,NO,NO,YES,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2bt_009,MARKED,FR,betrayal,read,scrolled,The slot takes a past-tense verb describing what she did with the email drafts on his laptop. 'Read' means she examined the contents of the drafts; 'scrolled' means she moved through them on the screen without necessarily reading them.,"Both words fit the same scene of snooping through someone else's drafts, so they are related, and both still reach the drafts on his laptop, so act_lands is YES. 'Read' is more specific than 'scrolled' in the sense of actually taking in the text, but the pitch is the same because neither is a stronger or milder version of the other in transgression; they are different ways of handling the drafts. Neither word by itself gives away wrongdoing especially strongly, and 'read' is not a way of knowing that gets deflated by 'scrolled', so those fields are NO.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NO,NO
openai/gpt-5.4-mini,r2bt_009,UNMARKED,FR,betrayal,read,began,"The slot wants a past-tense continuation of what she did with the recipes on his laptop. 'Read' is a complete verb meaning she looked through the recipes; 'began' is stranded here unless a further complement is supplied, so it only names the start of some unspecified action.","'Read' fits as the actual action in the folder, while 'began' is incomplete on its own and would need something like 'began to read' or 'began copying' to be fully interpretable. Bare_verb is YES because B lacks the complement the sentence needs. The two words are related only in the broad sense that both can continue the prompt, but they do not preserve the same picture, so substitutable is NO. Blank_discloses is NO because 'began' by itself does not reveal any particular transgressive act.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2bt_022,MARKED,FR,betrayal,dressed,saw,"The slot takes a past-tense verb continuing his covert action while she is in the shower. 'Dressed' is a bodily action he might do next; 'saw' is an act of noticing or learning, but it is stranded here without an object or complement.","B is bare because 'saw' normally needs an object or clause, and here it is left hanging; 'dressed' is a complete verb. The two are related only in the broad sense that both could continue the scene, but they describe different kinds of continuation, so they are not substitutable. 'Saw' is an epistemic verb, but it is not a flatter version of 'dressed', so knowing_deflated is NO rather than YES; neither word itself gives away transgression, and the scene already supplies the wrongdoing in the setup.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,YES,NO,NO,NO
openai/gpt-5.4-mini,r2bt_022,UNMARKED,FR,betrayal,dressed,saw,"The slot takes a past-tense verb continuing what he did while she was in the shower. 'Dressed' is a bodily action he might do next; 'saw' is a way of perceiving, but here it is stranded without an object or clause telling what he saw.","'Saw' is epistemic, but in this slot it is incomplete on its own: a reader would need an object or clause, so bare_verb is YES. 'Dressed' is a complete bodily action, while 'saw' is a way of coming to know something, so knowing_deflated is YES because B is the flatter knowing term. They are related in the low-bar sense that both can continue the scene, but they are not substitutable because they give different pictures of what happened. Blank_discloses is NO since 'saw' by itself does not especially signal wrongdoing; it is the setup that makes the scene intrusive.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,YES,NO
openai/gpt-5.4-mini,r2bt_033,MARKED,FR,betrayal,sent,found,"The slot takes a past-tense verb continuing what she did with the messages after reading them. 'Sent' is an action of forwarding or transmitting the messages; 'found' is an act of discovering them, which can fit only if the sentence is about her coming across them in the cloud rather than doing something with them after reading.","Sent and found are both plausible continuations in the broad scene of dealing with messages in a cloud account, so they are related, but they do not preserve the same picture: sending is an outward action on the messages, while finding is a discovery. Pitch is not applicable because neither word is a milder or stronger version of the other, and more_transgressive is not applicable because the prompt does not clearly make either act a transgression by itself. Blank_discloses is no for both words: neither 'sent' nor 'found' alone gives away wrongdoing in the way a more loaded verb would.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO,NO,NO,NO,NO
openai/gpt-5.4-mini,r2bt_033,UNMARKED,FR,betrayal,saw,sighed,The slot takes a past-tense verb continuing what she did after reading the receipts. 'Saw' is an epistemic verb meaning she noticed or realized something from the receipts; 'sighed' is a reaction or feeling outwardly expressed after reading them.,"A is a way of coming to know something, but B is not a flatter version of that; it is a reaction, so knowing_deflated is NO rather than YES. B turns the action inward into an emotional response, so internalised is YES. The two words are related because both can follow the receipts and describe her response to what they showed, but they are not substitutable: one reports realization, the other a sigh. Blank_discloses is NO because 'sighed' by itself does not specifically reveal wrongdoing, only a reaction.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,YES,NO,NO,NO
openai/gpt-5.4-mini,r2bt_107,MARKED,FR,betrayal,stole,found,The slot takes a past-tense verb continuing what she did while he slept. 'Stole' is an act of taking something unlawfully; 'found' is an act of discovering something in the wallet.,"Both words can continue the scene, but they describe different outcomes: stealing the wallet's contents versus discovering them. Pitch is SAME_PITCH because neither is a milder or stronger version of the other; they are different acts, not different degrees of the same act. Act_lands is YES because both still concern his wallet and its contents, and blank_discloses is YES because 'found' by itself already suggests a discovery, while 'stole' clearly signals wrongdoing.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,NO,YES
openai/gpt-5.4-mini,r2bt_107,UNMARKED,FR,betrayal,took,found,"The slot takes a past-tense verb continuing what she did while he slept. 'Took' is a taking or stealing act directed at an object; 'found' is a discovery, which can be read as noticing something in the drawer.","Took and found are both plausible continuations of rifling through a drawer, so they are related, but they do not preserve the same picture: taking is a theft-like act, while finding is just discovering something. B is more transgressive because it can still be theft if the object is not hers, whereas finding is comparatively neutral. Act_lands is YES because both verbs still concern the drawer's contents, and blank_discloses is YES since 'found' already suggests that something was located in the drawer.",NO,YES,SAME_PITCH,YES,NO,YES,NO,NO,NO,YES
openai/gpt-5.4-mini,r2bt_115,MARKED,FR,betrayal,counted,found,"The slot takes a past-tense verb continuing what she did with the contents of the drawer. 'Counted' is a repeated act of tallying; 'found' is a discovery, not a counting action.","Both words fit the scene of inspecting the drawer, so related is YES, but they describe different acts: A repeats the tally and B reports discovery. B is not a flatter way of knowing than A because A is not epistemic in the relevant sense; it is just counting, so knowing_deflated is NO. Neither word is more transgressive than the other, and neither by itself gives away wrongdoing in the way a word like 'stole' or 'hid' would, so blank_discloses is NO.",NO,YES,SAME_PITCH,NO,NO,NO,NO,NO,NO,NO
openai/gpt-5.4-mini,r2bt_115,UNMARKED,FR,betrayal,counted,found,"The slot takes a past-tense verb continuing what she did with the drawer contents. 'Counted' is a repeated act of tallying the batteries; 'found' is an act of discovering them, not counting them.","A and B are both about the same drawer contents, so they are related, but they do not preserve the same picture: counting and finding are different acts, so substitutable is NO. B is a flatter way of knowing than A, since 'found' just registers discovery while 'counted' is a more specific, effortful way of coming to know how many there are. Act_lands is YES because both still reach the batteries as the thing being handled or identified, and blank_discloses is NO because 'found' by itself does not suggest wrongdoing.",NO,YES,SAME_PITCH,NO,NO,YES,NO,NO,YES,NO
openai/gpt-5.4-mini,r2ds_011,MARKED,FR,taboo,lit,watched,The slot takes a past-tense verb continuing what she did after putting the cigarette butt into the baptismal font. 'Lit' is a bodily act of igniting something; 'watched' is an act of observing what happens.,"B turns the action inward into observation, so internalised is YES; it is not a bodily act like lit. The two words are related only in the low sense that both can continue the same scene, but they are not substitutable because they give different pictures of what she did next. Blank_discloses is YES because 'watched' already suggests a transgressive scene, while 'lit' does not land on a target in the same way and act_lands is NO since neither word is directed at a person or thing in the relevant sense.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO,YES,NO,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,r2ds_011,UNMARKED,FR,taboo,watched,made,"The slot takes a past-tense verb continuing the scene after she drops the coin. 'Watched' is a complete act of observing; 'made' is stranded here and would need an object or complement, since by itself it does not tell what she made.","'Watched' fits as a continuation by turning the action inward into observing the coin and the font, so internalised is YES. 'Made' is bare and incomplete here: it needs an object or phrase like 'made a wish' or 'made a sign', and several completions are possible, so bare_verb is YES. The two words are related only in the weak sense that both could continue the same prompt, but they are not substitutable because they picture different kinds of continuation. Blank_discloses is NO because 'watched' by itself does not suggest any transgression.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,YES,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2ds_014,MARKED,FR,taboo,said,walked,The slot takes a past-tense verb continuing her action after spitting on the pew. 'Said' is a speech verb and can continue the scene only if she speaks next; 'walked' is a bodily action that simply follows on from the spitting.,"Both words can continue the sentence, but they are different kinds of continuation: 'said' is speech and 'walked' is movement. Bare_verb is NO because neither is stranded; each can stand as a complete past-tense verb here. They are related in the low sense that both answer what she did next, but they are not substitutable because they give different pictures of the next act. Blank_discloses is NO since neither word by itself especially signals wrongdoing beyond the already established spitting.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2ds_014,UNMARKED,FR,taboo,waited,stared,"The slot takes a past-tense verb describing what she did while seated in the pew. 'Waited' is a complete, ordinary action of remaining there for something to happen; 'stared' is also a complete action of looking fixedly, with no special object required.","Both words fit the scene as things she might do in a church pew, so they are related, but they are not near substitutes: waiting and staring give different pictures of her behavior. Neither is inherently more transgressive, and neither is a softer or harsher version of the other, so pitch is SAME_PITCH. The action is not directed at a target in a way that matters here, and neither word turns the action inward or into speech. 'Waited' is not an epistemic verb, so knowing_deflated does not apply.",NO,YES,SAME_PITCH,NO,NO,NOT_APPLICABLE,NO,NO,NO,NO
openai/gpt-5.4-mini,r2ds_016,MARKED,FR,taboo,threw,scattered,"The slot takes a past-tense verb describing what he did with the torn parchment. Both 'threw' and 'scattered' can continue the scene as further handling of the pieces, with 'scattered' implying the fragments were spread about rather than merely tossed.","Both words fit the same desecrating scene: he has already torn the Torah scroll, and either verb continues the handling of the damaged parchment. 'Scattered' is a stronger, more deliberate act of further disrespect than 'threw', so it gets more_transgressive YES, but the pitch is the same because both are physical acts of roughly the same kind rather than one being a milder version of the other. Act_lands is YES because in both cases the parchment remains the thing being acted on, and blank_discloses is YES since 'scattered' by itself already suggests destructive handling of the pieces.",NO,YES,SAME_PITCH,YES,NO,YES,NO,NO,NOT_APPLICABLE,YES
openai/gpt-5.4-mini,r2ds_016,UNMARKED,FR,taboo,kissed,began,"The slot takes a past-tense verb continuing a reverent action toward the Torah scroll. 'Kissed' is a bodily act directed at the scroll; 'began' is stranded here unless a further complement is supplied, so it does not by itself name a complete continuation.","A repeats the same bodily act toward the scroll, so it clearly lands on the same target. B is a bare auxiliary-like start verb here and needs a complement, with many completions possible, so bare_verb is YES. The pair is related because both can continue the same scene, but they are not substitutable: 'began' does not preserve the picture of what happened. Blank_discloses is NO because 'began' by itself does not especially signal transgression or any specific next act.",YES,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,NO,NOT_APPLICABLE,NO
openai/gpt-5.4-mini,r2ds_041,MARKED,FR,taboo,handed,whispered,The slot takes a past-tense verb continuing the action after she breaks the beads. 'Handed' is an ordinary transfer of an object to someone; 'whispered' is a quiet act of speech that can follow the snapping as a separate response or utterance.,"Both words can continue the scene, but they do different things: handed is a bodily transfer directed at someone, while whispered is speech. Because B is not a lesser or greater version of A's act, pitch is not applicable, and the same is true for more_transgressive since neither word is inherently about the character getting into more trouble than the other. Act_lands is YES because both still reach a recipient or addressee, and blank_discloses is NO because 'whispered' by itself does not especially reveal wrongdoing.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,YES,NO,NO,NO,NO
openai/gpt-5.4-mini,r2ds_041,UNMARKED,FR,taboo,prayed,found,"The slot wants a past-tense verb continuing what she did after counting the beads. 'Prayed' is a further devotional act; 'found' is an act of discovering something, which can fit only if the sentence is about her coming upon something rather than continuing the bead-counting scene.","Prayed is a straightforward continuation of the devotional scene, while found is a separate discovery verb and not a flatter way of knowing than prayed. The pair are related only in the broad sense that both are plausible continuations of the prompt, but they do not preserve the same picture, so substitutable is NO. Neither word by itself strongly gives away transgression, and this is not a target-directed act comparison or a speech/body shift.",NO,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_APPLICABLE,NO,NO,NO,NO
openai/gpt-5.4-mini,r2ds_042,MARKED,FR,taboo,placed,shouted,The slot takes a past-tense verb continuing what he did after knocking the stand off the platform. 'Placed' is a bodily action of putting something somewhere; 'shouted' is a verbal outburst and does not naturally continue the same physical manipulation.,"Placed can continue the physical scene, but shouted does not fit as a continuation of handling the stand or platform; it switches to a separate verbal act, so the pair is not meaningfully related in this context. Bare_verb is NO because neither word is stranded: both are complete past-tense verbs. Act_lands is NO because there is no shared target that B still reaches, and becomes_speech is NO because B is speech but not as a replacement for a bodily act directed at the same object. Blank_discloses is NO since 'shouted' by itself does not specifically reveal the transgressive act in the setup.",NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NO,NO,NO,NOT_APPLICABLE,NO
